text,score,perplexity
"очень слабый ,",-9.50264835357666,237.499165724008
"слабый , партия",-10.682265281677246,468.3454662039477
", партия каторжный",-11.060981750488281,582.4322811460389
"партия каторжный ,",-9.606067657470703,252.0675349892672
"каторжный , в",-10.14549446105957,343.85363142126465
", в число",-10.487452507019043,418.6615979738004
"в число который",-10.042302131652832,324.02277188607013
"число который быть",-10.716667175292969,477.712707326331
"который быть маслов",-11.395638465881348,706.1705737376792
"быть маслов ,",-9.101496696472168,188.52726801070395
"маслов , мочь",-9.1054105758667,188.9525006941705
", мочь отправиться",-11.00802230834961,564.9442296203808
"мочь отправиться в",-11.467297554016113,735.9094646684212
"отправиться в первый",-11.078571319580078,588.3595808424674
"в первый число",-8.505437850952148,133.77022659853733
"первый число июнь",-9.92915153503418,303.59029471304206
"число июнь ,",-10.875703811645508,523.5111704667818
"июнь , и",-11.345769882202148,686.1869756362422
", и потому",-8.863712310791016,164.40994259313703
"и потому ,",-8.413055419921875,126.84222599063784
"потому , для",-11.121722221374512,603.1572540249301
", для то",-10.181255340576172,351.0054301272401
"для то ,",-8.574190139770508,139.17061132661908
"то , чтобы",-8.479399681091309,131.7801265509189
", чтобы приготовиться",-10.85793399810791,518.1834039060341
"чтобы приготовиться к",-11.716707229614258,849.5262587561009
"приготовиться к поездка",-10.906218528747559,532.7882423426058
"к поездка за",-11.152753829956055,614.0283984791427
"поездка за масловый",-10.933544158935547,541.235207391806
"за масловый в",-10.704899787902832,474.4876870532364
"масловый в сибирь",-10.845111846923828,514.3727605260203
"в сибирь ,",-7.933976173400879,96.27068086917414
"сибирь , что",-11.271289825439453,657.3890356376244
", что быть",-8.174004554748535,110.53533675315886
"что быть твердо",-10.224661827087402,359.886417955708
"быть твердо решить",-9.72057819366455,269.24307900888397
"твердо решить нехлюдов",-11.0863037109375,590.9842783657789
"решить нехлюдов ,",-10.468231201171875,414.054777741683
"нехлюдов , надо",-9.058984756469727,183.96965296652726
", надо быть",-8.3652925491333,123.40226676416043
"надо быть теперь",-10.564723014831543,437.7042401052225
"быть теперь же",-10.30194091796875,376.25755539858847
"теперь же съездить",-10.23076057434082,361.15209923389983
"же съездить по",-11.464972496032715,734.9251742124665
"съездить по деревня",-11.139860153198242,609.4878300989799
"по деревня ,",-8.546256065368652,136.95062429455294
"деревня , чтобы",-10.153684616088867,345.4786023911993
", чтобы устроить",-10.208059310913086,356.4633036264113
"чтобы устроить там",-11.833274841308594,908.4869857293602
"устроить там свой",-11.261816024780273,653.8136844289355
"там свой дело",-11.037077903747559,574.4728070060637
"прежде все нехлюдов",-8.8002290725708,158.51021978200015
"все нехлюдов поехать",-10.08739948272705,332.5445775738161
"нехлюдов поехать в",-8.120080947875977,107.15692363536661
"поехать в кузминский",-10.814126968383789,505.27957390719325
"в кузминский ,",-8.098669052124023,105.84424832521243
"кузминский , ближайший",-11.429912567138672,720.2415002827161
", ближайший большой",-11.101317405700684,596.1140410114876
"ближайший большой черноземный",-11.052785873413086,579.6908806361629
"большой черноземный имение",-10.507052421569824,423.4119445376433
"черноземный имение ,",-10.233339309692383,361.6886057447064
"имение , с",-10.722564697265625,479.337243766976
", с который",-8.666755676269531,146.78744767154828
"с который получаться",-11.22000789642334,638.2663874536053
"который получаться главный",-11.396952629089355,706.7049890569323
"получаться главный доход",-11.220657348632812,638.5050509804796
"главный доход .",-7.457759857177734,73.18801430564946
"доход . он",-10.315083503723145,379.11491963878973
". он живать",-11.1825532913208,624.6522704031504
"он живать в",-10.30130672454834,376.1202197170336
"живать в этот",-11.097352981567383,594.7551966980832
"в этот имение",-8.614639282226562,142.44913636388546
"этот имение в",-11.36674690246582,694.5231488827358
"имение в детство",-11.002738952636719,563.2286500186717
"в детство и",-9.327983856201172,214.78105141820305
"детство и в",-10.987232208251953,558.2234185966817
"и в юность",-9.866714477539062,292.87251683309387
"в юность ,",-9.125099182128906,191.10620816957515
"юность , потом",-10.728628158569336,481.0132500219224
", потом уже",-10.269111633300781,369.21378568836263
"потом уже взрослый",-10.095223426818848,334.04567771754955
"уже взрослый два",-10.779230117797852,495.2306659262503
"взрослый два раз",-10.713465690612793,476.8331304670136
"два раз быть",-9.122385025024414,190.80785802687166
"раз быть в",-10.1172513961792,338.3084528498444
"быть в он",-9.129463195800781,191.58689498624088
"в он и",-8.465917587280273,130.76135035122772
"он и один",-9.271248817443848,207.87975885538566
"и один раз",-8.990042686462402,176.81156638743633
"один раз по",-9.478713035583496,234.24927687305106
"раз по просьба",-10.479259490966797,416.69172189949256
"по просьба мать",-10.740578651428223,484.33367155552924
"просьба мать привозить",-11.075262069702148,587.2398477893952
"мать привозить туда",-10.662456512451172,463.0353287018095
"привозить туда управлять",-10.760799407958984,490.00425579671685
"туда управлять -",-11.110060691833496,599.1218697831167
"управлять - немец",-10.99087142944336,559.3940689060959
"- немец и",-10.741155624389648,484.4945611456255
"немец и поверять",-10.527344703674316,428.3868942873542
"и поверять с",-10.477096557617188,416.173228337252
"поверять с он",-11.419835090637207,716.075430332303
"с он хозяйство",-10.714529991149902,477.1253568655165
"он хозяйство ,",-8.695950508117676,149.27518807443514
"хозяйство , так",-9.748784065246582,273.65035527283976
", так что",-8.250865936279297,115.53577558117843
"так что он",-8.596447944641113,140.96522411945585
"что он давно",-10.08573055267334,332.2252509686691
"он давно знать",-9.231026649475098,203.12185888791853
"давно знать положение",-10.971104621887207,553.0649743968295
"знать положение имение",-11.3665771484375,694.4552845953771
"положение имение и",-10.786172866821289,497.2138490840021
"имение и отношение",-10.934774398803711,541.6186367151826
"и отношение крестьянин",-10.481096267700195,417.1325370951143
"отношение крестьянин к",-9.960927963256836,309.19466431534096
"крестьянин к контора",-11.066433906555176,584.2631241788073
"к контора ,",-9.626701354980469,255.07937179582842
"контора , то",-10.605157852172852,448.0118105111021
", то быть",-7.842148780822754,91.31396379037719
"то быть к",-11.080085754394531,588.8727238676291
"быть к землевладелец",-10.393341064453125,396.584070590386
"к землевладелец .",-8.236985206604004,114.61627810387125
"землевладелец . отношение",-11.119593620300293,602.4186452179925
". отношение крестьянин",-11.396113395690918,706.3636612160475
"отношение крестьянин к",-9.960927963256836,309.19466431534096
"крестьянин к землевладелец",-10.915836334228516,535.7461805638147
"к землевладелец быть",-10.268972396850586,369.18419404094425
"землевладелец быть таков",-11.192204475402832,628.1322890896541
"быть таков ,",-9.71799087524414,268.8423721727811
"таков , что",-9.857166290283203,291.26719442578764
", что крестьянин",-10.235414505004883,362.1209293287882
"что крестьянин находиться",-11.507205963134766,753.0112953721236
"крестьянин находиться ,",-10.540316581726074,431.5977236380302
"находиться , говорить",-11.282629013061523,661.6940862787925
", говорить учтиво",-10.83113956451416,510.2522061508184
"говорить учтиво полный",-10.577605247497559,440.962148464052
"учтиво полный зависимость",-11.114226341247559,600.5602523042264
"полный зависимость ,",-10.433032989501953,405.74973735440744
"зависимость , выражаться",-10.766602516174316,491.6438705184957
", выражаться же",-10.911867141723633,534.5234778139715
"выражаться же просто",-11.258517265319824,652.5733235142567
"же просто ,",-10.067436218261719,328.7449230600712
"просто , —",-10.680292129516602,467.813803770784
", — в",-9.155818939208984,194.51573332027243
"— в рабство",-8.467875480651855,130.90880853822614
"в рабство у",-10.592851638793945,444.8492981408439
"рабство у контора",-11.171398162841797,620.6539743159475
"у контора .",-7.015915870666504,56.751712060547945
"контора . это",-11.160606384277344,616.8102698386045
". это быть",-8.105767250061035,106.27761812459096
"это быть не",-8.196931838989258,112.00385218205295
"быть не живой",-10.87549114227295,523.4470849314278
"не живой рабство",-10.741504669189453,484.5919186441917
"живой рабство ,",-10.16970443725586,348.6792549420032
"рабство , как",-10.703119277954102,474.00161292686346
", как то",-9.749692916870117,273.793560315979
"как то ,",-9.705357551574707,266.8943547771447
"то , который",-9.180656433105469,197.31682027826434
", который быть",-8.16452407836914,109.93374416635064
"который быть отменить",-11.824478149414062,903.8982328901484
"быть отменить в",-10.942744255065918,544.1091932175848
"отменить в 61-й",-10.217724800109863,358.45215857922744
"в 61-й год",-9.794807434082031,280.9971133811784
"61-й год ,",-10.293044090270996,374.3355062985149
"год , рабство",-10.722916603088379,479.43435451815776
", рабство определенный",-11.137652397155762,608.7137322200512
"рабство определенный лицо",-11.328502655029297,679.4001896389091
"определенный лицо хозяин",-11.26145076751709,653.6762286801744
"лицо хозяин ,",-9.77046012878418,277.0862864355812
"хозяин , но",-9.470605850219727,233.15861268048695
", но рабство",-10.873052597045898,522.7128170777106
"но рабство общий",-9.903493881225586,299.1392981094259
"рабство общий весь",-10.35684585571289,388.33940773694616
"общий весь безземельный",-10.894805908203125,529.2994918505696
"весь безземельный или",-10.122106552124023,339.2552975792309
"безземельный или малоземельный",-10.71745777130127,477.9301656003648
"или малоземельный крестьянин",-10.857913970947266,518.1774300318049
"малоземельный крестьянин большой",-10.861260414123535,519.1765922824461
"крестьянин большой землевладелец",-11.106082916259766,597.7515749510608
"большой землевладелец вообще",-10.099774360656738,334.92193384260116
"землевладелец вообще и",-10.873794555664062,522.9361183916175
"вообще и преимущественно",-10.415149688720703,401.5941910024077
"и преимущественно ,",-9.913996696472168,300.9533445747899
"преимущественно , а",-10.36180305480957,389.4491530524053
", а иногда",-9.617977142333984,253.80155907119405
"а иногда и",-10.839176177978516,512.6182273586585
"иногда и исключительно",-10.734307289123535,482.58833748326794
"и исключительно тот",-10.697893142700195,472.57776679765135
"исключительно тот ,",-10.126689910888672,340.151568352029
"тот , среди",-10.381312370300293,393.8474995498751
", среди который",-9.884988784790039,295.9696617749719
"среди который жить",-11.274621963500977,658.6512052642868
"который жить крестьянин",-12.112014770507812,1066.6051900959549
"жить крестьянин .",-8.203290939331055,112.41460397234685
"крестьянин . нехлюдов",-10.634631156921387,455.67771434708965
". нехлюдов знать",-10.225428581237793,360.04529938475815
"нехлюдов знать это",-8.615747451782227,142.54003560579415
"знать это ,",-9.274779319763184,208.30266674805716
"это , не",-9.646212577819824,257.96046103754446
", не мочь",-8.735240936279297,152.68987306909924
"не мочь не",-9.341448783874512,216.45229552745525
"мочь не знать",-11.649803161621094,817.4304102453386
"не знать это",-10.168033599853516,348.3440525127906
"знать это ,",-9.274779319763184,208.30266674805716
"это , так",-9.168910026550293,195.98710897554085
", так что",-8.250865936279297,115.53577558117843
"так что на",-9.201767921447754,199.72939218299237
"что на этот",-10.13146686553955,341.0882166529905
"на этот рабство",-9.742362022399902,272.6405854108873
"этот рабство быть",-10.131505012512207,341.09570674685415
"рабство быть основать",-10.9422607421875,543.9577710811241
"быть основать хозяйство",-11.200566291809082,631.1630598618373
"основать хозяйство ,",-10.371149063110352,391.5500337858008
"хозяйство , а",-10.21537971496582,357.9685963063814
", а он",-8.840354919433594,162.21414800671027
"а он содействовать",-10.819087982177734,506.7246081823127
"он содействовать устройство",-10.256731033325195,366.5918101156526
"содействовать устройство этот",-11.149299621582031,612.8086761257055
"устройство этот хозяйство",-11.411397933959961,712.6060144178939
"этот хозяйство .",-6.808218002319336,50.35637981632296
"хозяйство . но",-10.38157844543457,393.9078278849246
". но мало",-10.511979103088379,424.61445613093576
"но мало то",-8.924962997436523,170.3102354544963
"мало то ,",-8.69569206237793,149.2529815599879
"то , что",-7.163541316986084,61.78532411437134
", что нехлюдов",-9.713932037353516,268.21496733050174
"что нехлюдов знать",-11.467886924743652,736.1591783405227
"нехлюдов знать это",-8.615747451782227,142.54003560579415
"знать это ,",-9.274779319763184,208.30266674805716
"это , он",-9.24281120300293,204.50446793727556
", он знать",-10.047653198242188,325.0224050151046
"он знать и",-8.912879943847656,169.1297418403941
"знать и то",-11.037612915039062,574.6497588120368
"и то ,",-8.654970169067383,145.7949704716998
"то , что",-7.163541316986084,61.78532411437134
", что это",-9.281777381896973,209.14348740529647
"что это быть",-9.347952842712402,217.26421996987023
"это быть несправедливый",-8.824870109558105,160.77463318395664
"быть несправедливый и",-11.186729431152344,626.1557279664057
"несправедливый и жестокий",-10.716849327087402,477.762800519252
"и жестокий ,",-9.472169876098633,233.36862589026052
"жестокий , и",-10.933432579040527,541.200444672783
", и знать",-10.014904022216797,318.95249631744593
"и знать это",-9.93331241607666,304.31832440976746
"знать это с",-10.974724769592285,554.2187218101802
"это с время",-10.4816255569458,417.25964981071763
"с время студенчество",-8.747469902038574,153.76853456879937
"время студенчество ,",-10.575264930725098,440.36848660518456
"студенчество , когда",-11.279852867126465,660.6374919610442
", когда он",-8.647994041442871,145.21066368226437
"когда он исповедывать",-9.119749069213867,190.51854990481186
"он исповедывать и",-10.39922046661377,397.9285658139209
"исповедывать и проповедывать",-10.84744644165039,515.0644911712308
"и проповедывать учение",-10.622212409973145,452.43177914575716
"проповедывать учение генри",-11.131579399108887,606.5894459872884
"учение генри джордж",-10.515575408935547,425.4944035221111
"генри джордж и",-9.683467864990234,263.552394442254
"джордж и на",-11.771868705749512,876.9345407629736
"и на основание",-8.675150871276855,147.4985387452738
"на основание этот",-9.725297927856445,269.9755794434314
"основание этот учение",-11.445785522460938,726.8526541223853
"этот учение отдать",-10.655208587646484,461.1074583304896
"учение отдать отцовский",-10.994993209838867,560.722912075685
"отдать отцовский земля",-11.113536834716797,600.3219301141327
"отцовский земля крестьянин",-10.873664855957031,522.8970768355381
"земля крестьянин ,",-9.005456924438477,178.38742276295667
"крестьянин , считать",-10.823659896850586,508.05996529501687
", считать владение",-10.815889358520508,505.79244687656046
"считать владение земля",-11.271340370178223,657.4081632352904
"владение земля такой",-10.597274780273438,445.9834010072049
"земля такой же",-10.989126205444336,558.8323660961684
"такой же грех",-10.653032302856445,460.5301583219979
"же грех в",-11.737556457519531,859.7835158599944
"грех в наш",-11.093555450439453,593.4564612924728
"в наш время",-8.447463989257812,129.3796575576534
"наш время ,",-9.96058464050293,309.1335634499923
"время , какой",-11.049995422363281,578.7604632556938
", какой быть",-8.666807174682617,146.79179923078956
"какой быть владение",-11.476341247558594,739.7505758252915
"быть владение крепостной",-10.965270042419434,551.2105364997284
"владение крепостной пятьдесят",-10.874371528625488,523.1098312319086
"крепостной пятьдесят год",-10.720684051513672,478.8186004220857
"пятьдесят год то",-11.828947067260742,906.2265189622173
"год то назад",-9.322690963745117,214.1276451630961
"то назад .",-6.931600093841553,54.06298531998789
"назад . правда",-11.409299850463867,711.7458812115913
". правда ,",-9.348796844482422,217.36980267138088
"правда , что",-7.478899002075195,74.084055858323
", что после",-9.893439292907715,297.41291474058283
"что после военный",-11.377909660339355,699.0003852181507
"после военный служба",-9.586296081542969,249.21490925556424
"военный служба ,",-8.361122131347656,123.10637205425205
"служба , когда",-10.686118125915527,469.3853508459033
", когда он",-8.647994041442871,145.21066368226437
"когда он привыкнуть",-9.313338279724121,212.97791443309208
"он привыкнуть проживать",-10.082149505615234,331.5411017904819
"привыкнуть проживать около",-10.88681697845459,526.8709390896453
"проживать около двадцать",-10.998847007751465,561.968214262634
"около двадцать тысяча",-10.868265151977539,521.2742690785869
"двадцать тысяча в",-11.013141632080078,566.6115303528177
"тысяча в год",-10.514814376831055,425.3080415051298
"в год ,",-8.692441940307617,148.97400212917907
"год , весь",-9.847939491271973,289.7242670277061
", весь этот",-9.212575912475586,200.975898123418
"весь этот знание",-9.769676208496094,276.96127646658226
"этот знание он",-10.79375171661377,499.3878009020667
"знание он перестать",-10.902068138122559,531.5168470256205
"он перестать быть",-8.834551811218262,161.67316962560665
"перестать быть обязательный",-10.724251747131348,479.8029753494972
"быть обязательный для",-11.102210998535156,596.4207570104466
"обязательный для его",-11.204784393310547,632.6974707295213
"для его жизнь",-9.764877319335938,276.1972370828748
"его жизнь ,",-8.685824394226074,148.40758519891025
"жизнь , забыться",-10.484282493591309,417.8983182344467
", забыться ,",-10.580763816833496,441.7646434084048
"забыться , и",-10.412708282470703,401.03019239513856
", и он",-8.397167205810547,125.68741708858205
"и он никогда",-9.176676750183105,196.86530659977868
"он никогда не",-8.37442398071289,124.05263546559685
"никогда не только",-9.62191104888916,254.37695376645212
"не только не",-8.548236846923828,137.10686849940413
"только не задавать",-11.058218955993652,581.5067214956254
"не задавать себя",-10.847392082214355,515.0483741248662
"задавать себя вопрос",-11.223217010498047,639.4465559783639
"себя вопрос о",-10.63081169128418,454.67693404668626
"вопрос о свой",-9.722723960876465,269.57585432076144
"о свой отношение",-10.56947135925293,438.9022829296452
"свой отношение к",-9.441001892089844,229.21892584209306
"отношение к собственность",-10.203041076660156,355.4350640223747
"к собственность и",-11.118928909301758,602.1881808010586
"собственность и о",-11.046113967895508,577.4687564212661
"и о то",-10.593093872070312,444.91133255567877
"о то ,",-8.598358154296875,141.1203154484942
"то , откуда",-9.810935974121094,283.61813280787624
", откуда получаться",-10.986236572265625,557.9035733607901
"откуда получаться тот",-11.313238143920898,673.456479883666
"получаться тот деньги",-11.853349685668945,919.0463644539869
"тот деньги ,",-9.068038940429688,184.93100724875845
"деньги , который",-9.406726837158203,224.74068968252305
", который он",-8.326146125793457,120.65255729608808
"который он давать",-10.599349975585938,446.5164815060153
"он давать мать",-10.311914443969727,378.42394687497955
"давать мать ,",-9.632091522216797,255.87206880777705
"мать , но",-9.333230018615723,215.43065637246465
", но стараться",-10.726102828979492,480.3145107121453
"но стараться не",-9.932698249816895,304.21075395938726
"стараться не думать",-11.73943042755127,860.7115024928661
"не думать о",-9.441570281982422,229.29393660240808
"думать о это",-10.013044357299805,318.61123743545943
"о это .",-6.22722053527832,36.04168891323484
"это . но",-9.191560745239258,198.55927860860453
". но смерть",-11.277477264404297,659.7346831022976
"но смерть мать",-9.944931983947754,306.36065966365766
"смерть мать ,",-9.87896728515625,294.9455317758526
"мать , наследство",-10.492071151733398,419.7761769281818
", наследство и",-11.281720161437988,661.3479936604667
"наследство и необходимость",-10.691542625427246,470.8533409980566
"и необходимость распоряжение",-10.300494194030762,375.94433808063184
"необходимость распоряжение свой",-11.151723861694336,613.6644505459765
"распоряжение свой имущество",-10.884883880615234,526.2849734333465
"свой имущество ,",-10.815248489379883,505.60588741029346
"имущество , то",-10.990118026733398,559.1515159562092
", то быть",-7.842148780822754,91.31396379037719
"то быть земля",-11.533600807189941,764.5399816629609
"быть земля ,",-9.577583312988281,247.96810793238427
"земля , опять",-10.511431694030762,424.48067525723644
", опять поднять",-10.744516372680664,485.432772643989
"опять поднять для",-10.356529235839844,388.2686350385019
"поднять для он",-11.083834648132324,590.1449050357492
"для он вопрос",-10.533506393432617,429.90906071801635
"он вопрос о",-9.585672378540039,249.12544911169658
"вопрос о его",-9.567610740661621,246.548681967972
"о его отношение",-10.878862380981445,524.4638941168165
"его отношение к",-9.379472732543945,221.2423094033322
"отношение к земельный",-10.589107513427734,443.891550573756
"к земельный собственность",-10.00753402709961,317.6022034321451
"земельный собственность .",-6.568532943725586,43.86652539616289
"собственность . за",-11.141366958618164,610.0167212169032
". за месяц",-11.163272857666016,617.7577669596441
"за месяц то",-10.957986831665039,548.9043947296744
"месяц то назад",-9.532171249389648,241.5698960071649
"то назад нехлюдов",-11.225582122802734,640.3177349623803
"назад нехлюдов сказать",-11.33153247833252,680.5861698583366
"нехлюдов сказать бы",-8.889520645141602,166.87072825274868
"сказать бы себя",-11.212522506713867,635.5220548226018
"бы себя ,",-9.758352279663086,275.16175447428003
"себя , что",-9.223039627075195,202.19010917655717
", что изменить",-11.101943016052246,596.3287583812589
"что изменить существовать",-10.938782691955566,542.8697882320555
"изменить существовать порядок",-11.100382804870605,595.7934182197178
"существовать порядок он",-10.795696258544922,499.9471127633024
"порядок он не",-11.311097145080566,672.6269843192676
"он не в",-8.760475158691406,154.92403143341554
"не в сила",-8.984709739685059,176.26960646663773
"в сила ,",-9.068778991699219,185.00980607530917
"сила , что",-9.681398391723633,263.2386154775728
", что управлять",-11.080068588256836,588.8669048780154
"что управлять имение",-11.05842113494873,581.5744032576574
"управлять имение не",-11.24022102355957,645.7363817447114
"имение не он",-11.32284927368164,677.1927788452874
"не он ,",-8.257655143737793,115.98819390712596
"он , —",-8.29831600189209,118.73506667932725
", — и",-8.790035247802734,157.58279963892113
"— и более",-8.397819519042969,125.734621787176
"и более или",-10.346893310546875,386.1209158529554
"более или менее",-9.697145462036133,265.63565355347015
"или менее успокоиться",-11.962756156921387,978.7889082463986
"менее успокоиться бы",-11.400671005249023,708.2192895246181
"успокоиться бы ,",-10.345343589782715,385.77661446269843
"бы , жить",-10.574487686157227,440.1715019150803
", жить далеко",-11.033454895019531,573.2759514059657
"жить далеко от",-11.219476699829102,638.0712473391011
"далеко от имение",-10.704380989074707,474.34600501939013
"от имение и",-10.555533409118652,435.3949146921751
"имение и получать",-10.506237030029297,423.21325130103327
"и получать с",-10.52286148071289,427.2827599177548
"получать с он",-11.290690422058105,664.7718265851803
"с он деньги",-10.522468566894531,427.18612829851463
"он деньги .",-5.917187213897705,30.150658622509624
"деньги . теперь",-10.659257888793945,462.1835373941792
". теперь же",-9.490428924560547,235.83444201293628
"теперь же он",-9.198320388793945,199.3334104100688
"же он решить",-11.285136222839355,662.6497763242332
"он решить ,",-9.023436546325684,180.24330268724339
"решить , что",-8.602211952209473,141.4337277126737
", что ,",-8.536179542541504,136.15853991229008
"что , хотя",-10.819576263427734,506.867056976454
", хотя он",-9.398784637451172,223.71554346608906
"хотя он предстоять",-10.06694221496582,328.65145077722764
"он предстоять поездка",-9.76545238494873,276.2886829981835
"предстоять поездка в",-10.155652046203613,345.87009369369065
"поездка в сибирь",-10.007391929626465,317.5762253074421
"в сибирь и",-9.761536598205566,275.6665998396729
"сибирь и сложный",-11.172130584716797,620.915707085536
"и сложный и",-9.752552032470703,274.24455152899304
"сложный и трудный",-10.923516273498535,538.1199192774626
"и трудный отношение",-10.531906127929688,429.5132164859597
"трудный отношение с",-10.85891342163086,518.4756388604187
"отношение с мир",-8.552949905395508,137.47935196761915
"с мир острог",-10.57171630859375,439.4698415591022
"мир острог ,",-10.176194190979004,349.9842879450443
"острог , для",-11.260106086730957,653.1704395236695
", для который",-9.084772109985352,186.7209410500417
"для который необходимый",-11.128255844116211,605.4300333275485
"который необходимый деньги",-11.784099578857422,883.1305219504687
"необходимый деньги ,",-10.572714805603027,439.7225131187054
"деньги , он",-9.556053161621094,244.91381899327902
", он все-таки",-9.518590927124023,239.68879484677637
"он все-таки не",-9.589200973510742,249.63199261752158
"все-таки не мочь",-10.083708763122559,331.83882030216785
"не мочь оставить",-10.268463134765625,369.0759817767565
"мочь оставить дело",-11.673868179321289,828.8330203112242
"оставить дело в",-11.12922477722168,605.7678138284123
"дело в прежний",-10.093812942504883,333.77456273646794
"в прежний положение",-9.344866752624512,216.87859352947768
"прежний положение ,",-9.8253755569458,285.9854177474268
"положение , а",-9.321474075317383,213.97770185186405
", а должен",-10.298136711120605,375.43449897106433
"а должен ,",-10.180573463439941,350.86768050098703
"должен , в",-10.901167869567871,531.241467096249
", в ущерб",-10.700650215148926,473.32838975182045
"в ущерб себя",-10.024560928344727,320.73047842071287
"ущерб себя ,",-10.822163581848145,507.6225371973891
"себя , изменить",-11.164462089538574,618.1808144416441
", изменить он",-11.161434173583984,617.1042585015691
"изменить он .",-6.888280868530273,52.73151113247613
"он . для",-9.747512817382812,273.4501741810694
". для это",-10.458826065063477,411.8191295074103
"для это он",-10.099916458129883,334.9493308675349
"это он решить",-10.787947654724121,497.7220872103821
"он решить не",-9.574841499328613,247.57704488543592
"решить не обрабатывать",-11.004497528076172,563.7991048720784
"не обрабатывать земля",-11.282292366027832,661.5658692636092
"обрабатывать земля сам",-11.275689125061035,659.0559439932701
"земля сам ,",-10.639168739318848,456.86951970161573
"сам , а",-9.498600006103516,236.94633824521372
", а ,",-8.42594051361084,127.78654507193626
"а , отдать",-10.462368965148926,412.6598740486687
", отдать она",-8.829440116882324,161.19814106548588
"отдать она по",-11.10402774810791,597.0448231612971
"она по недорогой",-9.503955841064453,237.6779868286983
"по недорогой цена",-10.427085876464844,404.3630550901655
"недорогой цена крестьянин",-10.951054573059082,546.7183405736712
"цена крестьянин ,",-10.33819580078125,384.19255984643445
"крестьянин , дать",-10.350052833557129,386.82381909726706
", дать они",-10.469419479370117,414.3380996575802
"дать они возможность",-10.853062629699707,516.7323571939971
"они возможность быть",-9.900004386901855,298.53901579252647
"возможность быть независимый",-10.886611938476562,526.8087559195084
"быть независимый от",-10.123722076416016,339.5709417579942
"независимый от землевладелец",-10.86009407043457,518.828133383627
"от землевладелец вообще",-10.718994140625,478.35303652723695
"землевладелец вообще .",-8.224122047424316,113.77072139386301
"вообще . не",-10.72768783569336,480.75295119936294
". не раз",-10.108774185180664,336.6615714716362
"не раз ,",-9.518572807312012,239.68629476133069
"раз , сравнивать",-10.490579605102539,419.4159104195716
", сравнивать положение",-11.038623809814453,574.9842550564811
"сравнивать положение землевладелец",-11.242048263549805,646.4159529516141
"положение землевладелец с",-10.832452774047852,510.63807416232356
"землевладелец с владелец",-10.904257774353027,532.1872229913802
"с владелец крепостной",-10.753897666931152,488.06134985371057
