text,score,perplexity
"положение страх и",-10.751012802124023,487.2515176896673
"страх и борьба",-10.35540771484375,388.01804994525406
"и борьба быть",-9.785884857177734,279.5575426405132
"борьба быть очень",-11.17392349243164,621.5568729791191
"быть очень тяжелый",-9.994806289672852,315.2837391181877
"очень тяжелый .",-6.4872660636901855,41.861666735836444
"тяжелый . маслов",-10.791793823242188,498.8252809268838
". маслов же",-10.912227630615234,534.6344104750958
"маслов же особенно",-8.978035926818848,175.59372086057837
"же особенно подвергать",-11.171675682067871,620.7531335136321
"особенно подвергать этот",-11.031224250793457,572.5403019316552
"подвергать этот нападка",-10.86600399017334,520.596204572389
"этот нападка и",-10.845337867736816,514.4396889109054
"нападка и по",-10.918490409851074,536.5653238492607
"и по привлекательность",-10.24818229675293,364.792225646554
"по привлекательность свой",-10.801450729370117,501.6059533855887
"привлекательность свой наружность",-11.246541023254395,648.0899036782126
"свой наружность и",-11.181657791137695,624.3303505458895
"наружность и по",-11.088584899902344,591.7608438201167
"и по известный",-10.185098648071289,351.78284915743995
"по известный все",-10.850584030151367,515.9956109458275
"известный все она",-9.783957481384277,279.24754926568403
"все она пройти",-9.986063003540039,313.70089003593046
"она пройти .",-5.522089004516602,24.01719317106746
"пройти . тот",-9.761880874633789,275.72123725806364
". тот решительный",-11.058536529541016,581.6130364736845
"тот решительный отпор",-10.835915565490723,511.656966150663
"решительный отпор ,",-10.578371047973633,441.15658074444895
"отпор , который",-11.127756118774414,605.2558973260728
", который она",-7.2848100662231445,66.25253749502903
"который она давать",-10.606169700622559,448.2728385245736
"она давать теперь",-10.111333847045898,337.1579944077577
"давать теперь приставать",-11.48660659790039,744.1348588878182
"теперь приставать к",-10.433361053466797,405.82636994065786
"приставать к она",-8.154401779174805,109.29503784570005
"к она мужчина",-10.948148727416992,545.8045878142024
"она мужчина ,",-8.837693214416504,161.96579370897837
"мужчина , представляться",-9.597774505615234,250.86705203472815
", представляться они",-10.696651458740234,472.24010272620615
"представляться они оскорбление",-10.828269958496094,509.4100275316035
"они оскорбление и",-10.52696704864502,428.2937749364757
"оскорбление и вызывать",-10.809977531433105,504.0740993929229
"и вызывать в",-9.884395599365234,295.8686157534102
"вызывать в они",-10.806954383850098,503.19764042210267
"в они против",-9.866498947143555,292.83618260806304
"они против она",-8.939107894897461,171.70264041614388
"против она еще",-10.723175048828125,479.50568686816393
"она еще и",-9.323552131652832,214.2338205679787
"еще и озлобление",-9.900800704956055,298.6758967075939
"и озлобление .",-8.09798812866211,105.80276857368132
"озлобление . облегчать",-10.811530113220215,504.5248109088555
". облегчать ее",-11.101886749267578,596.3094437457707
"облегчать ее положение",-10.92810344696045,539.5427507127681
"ее положение в",-10.37282657623291,391.9283183281871
"положение в этот",-10.211376190185547,357.1445667247753
"в этот отношение",-8.470848083496094,131.13300723555815
"этот отношение близость",-10.616968154907227,451.0680213716667
"отношение близость она",-9.508833885192871,238.34633117809753
"близость она с",-11.12629222869873,604.7460733916571
"она с федосья",-9.625848770141602,254.95421279918847
"с федосья и",-9.753645896911621,274.4172919406947
"федосья и тарас",-11.263540267944336,654.4629520791146
"и тарас ,",-8.73513126373291,152.68023366583128
"тарас , который",-9.480413436889648,234.47867927120282
", который ,",-8.196971893310547,112.00643469817284
"который , узнать",-11.67346477508545,828.6405725905456
", узнать о",-9.769118309020996,276.87234387121856
"узнать о тот",-9.900208473205566,298.5740906702112
"о тот нападение",-10.626022338867188,453.4251284647703
"тот нападение ,",-10.399543762207031,398.0026287647891
"нападение , который",-11.230939865112305,642.2956286278841
", который подвергать",-10.82317066192627,507.9169024127427
"который подвергать он",-11.930935859680176,961.0234054608012
"подвергать он жена",-11.438224792480469,723.6960431796397
"он жена ,",-7.875041961669922,93.05945192422605
"жена , желать",-10.425085067749023,403.8975947742053
", желать арестоваться",-10.838053703308105,512.2871069193002
"желать арестоваться ,",-10.222904205322266,359.5224803849525
"арестоваться , чтобы",-10.876501083374023,523.7514892283139
", чтобы защищать",-10.790404319763184,498.426448817628
"чтобы защищать она",-10.485860824584961,418.278176614587
"защищать она ,",-10.465975761413574,413.5175445582775
"она , и",-7.964076995849609,97.9533399692152
", и с",-8.755263328552246,154.45992945030918
"и с нижний",-9.775158882141113,277.83676942884676
"с нижний ехать",-10.751561164855957,487.405349225662
"нижний ехать как",-10.995344161987305,560.8362031708285
"ехать как арестант",-11.258769989013672,652.6682664300482
"как арестант ,",-9.636160850524902,256.4721500795068
"арестант , вместе",-10.765739440917969,491.3996697016024
", вместе с",-9.215429306030273,201.30628141402315
"вместе с заключенный",-10.828422546386719,509.4547743673716
"перевод в отделение",-9.486309051513672,235.2758022050338
"в отделение политический",-10.087615013122559,332.58583869601335
"отделение политический улучшить",-11.153614044189453,614.3325278127475
"политический улучшить положение",-10.784174919128418,496.64232661562335
"улучшить положение масловый",-10.383658409118652,394.3797453848755
"положение масловый в",-10.65278148651123,460.46367108940495
"масловый в весь",-9.892232894897461,297.2064455088389
"в весь отношение",-8.772201538085938,155.97334442574683
"весь отношение .",-7.403054237365723,70.91915614142746
"отношение . не",-10.423624038696289,403.55804519195055
". не говорить",-10.032161712646484,322.13686522221116
"не говорить о",-9.594034194946289,250.32749228459096
"говорить о то",-10.577962875366211,441.0529374296379
"о то ,",-8.598358154296875,141.1203154484942
"то , что",-7.163541316986084,61.78532411437134
", что политический",-11.192423820495605,628.2116053368076
"что политический хороший",-11.125650405883789,604.5226834163559
"политический хороший помещаться",-11.024825096130371,570.4351438281819
"хороший помещаться ,",-10.838043212890625,512.2840133447679
"помещаться , хороший",-10.209005355834961,356.65748185950855
", хороший питаться",-10.876557350158691,523.7684536906529
"хороший питаться ,",-10.707782745361328,475.2757833699422
"питаться , подвергаться",-10.585159301757812,442.88383128706107
", подвергаться меньший",-10.98532772064209,557.6117673548401
"подвергаться меньший грубость",-11.214899063110352,636.3920794620238
"меньший грубость ,",-10.095029830932617,334.0084528227181
"грубость , перевод",-10.625611305236816,453.317856246664
", перевод масловый",-11.300272941589355,668.448934550222
"перевод масловый к",-9.589439392089844,249.66625565322494
"масловый к политический",-11.213785171508789,635.9841508538229
"к политический улучшить",-10.589794158935547,444.06704001548843
"политический улучшить ее",-10.468116760253906,414.02750175150425
"улучшить ее положение",-11.406213760375977,710.4825897654722
"ее положение то",-10.593269348144531,444.9562762750173
"положение то ,",-9.635900497436523,256.4337151490119
"то , что",-7.163541316986084,61.78532411437134
", что прекратиться",-11.352896690368652,689.0078542123608
"что прекратиться этот",-11.185300827026367,625.6410075534774
"прекратиться этот преследование",-10.959603309631348,549.4153986946986
"этот преследование мужчина",-10.668399810791016,464.6221955271115
"преследование мужчина ,",-9.619909286499023,254.08400222425428
"мужчина , и",-9.301180839538574,211.4926163687407
", и можно",-10.134469032287598,341.6781902131638
"и можно быть",-8.841644287109375,162.3345912346984
"можно быть жить",-10.619009971618652,451.5985022600426
"быть жить без",-10.47766399383545,416.3091904237379
"жить без то",-11.092124938964844,592.9679696879597
"без то ,",-10.144267082214355,343.61077223644116
"то , чтобы",-8.479399681091309,131.7801265509189
", чтобы всякий",-10.383079528808594,394.2483480007219
"чтобы всякий минута",-11.933594703674316,962.4954295472181
"всякий минута она",-8.78049087524414,156.71938503044782
"минута она не",-10.969289779663086,552.4874851626489
"она не напоминать",-9.648362159729004,258.2798585766794
"не напоминать о",-10.951848030090332,546.96811153165
"напоминать о тот",-10.733489036560059,482.36108030149654
"о тот она",-9.29019546508789,210.15942244975375
"тот она пройти",-10.488615036010742,418.94186237688416
"она пройти ,",-8.208982467651367,112.7835127329341
"пройти , который",-9.363689422607422,219.24129347652723
", который она",-7.2848100662231445,66.25253749502903
"который она так",-10.532886505126953,429.75568088685816
"она так хотеть",-8.933549880981445,171.15416428256194
"так хотеть забыть",-10.228083610534668,360.5959981227996
"хотеть забыть теперь",-11.3726167678833,696.8738883926259
"забыть теперь .",-7.975879192352295,98.62108997023631
"теперь . главный",-10.323253631591797,380.90213584195453
". главный же",-9.582262992858887,248.6369949419574
"главный же преимущество",-11.253874778747559,650.8316951525657
"же преимущество этот",-11.472152709960938,737.9690998683617
"преимущество этот перевод",-10.790169715881348,498.35914144376585
"этот перевод состоять",-11.265625953674316,655.2491834547008
"перевод состоять в",-10.334033966064453,383.2732342530833
"состоять в то",-10.433034896850586,405.7501828508758
"в то ,",-8.135544776916504,108.11506013925786
"то , что",-7.163541316986084,61.78532411437134
", что она",-7.461162567138672,73.33151235657337
"что она узнать",-11.22199821472168,638.9980806567612
"она узнать некоторый",-9.746249198913574,273.25133959753873
"узнать некоторый человек",-10.76297664642334,490.6187725548862
"некоторый человек ,",-9.26891803741455,207.60103260327804
"человек , иметь",-9.516555786132812,239.40815872943546
", иметь на",-10.213849067687988,357.6533250098889
"иметь на она",-8.456134796142578,130.02704684721817
"на она решительный",-10.265669822692871,368.48299935114983
"она решительный и",-10.014473915100098,318.8735367847777
"решительный и самый",-10.59867000579834,446.3417392998905
"и самый благотворный",-10.215292930603027,357.950713681888
"самый благотворный влияние",-11.049894332885742,578.7267851334633
"помещаться на этап",-9.508227348327637,238.26312691930409
"на этап масловый",-10.576465606689453,440.67295894170877
"этап масловый разрешить",-11.163394927978516,617.8011779033511
"масловый разрешить быть",-10.545125961303711,432.7942580927527
"разрешить быть с",-10.99856185913086,561.8759777060609
"быть с политический",-10.646342277526855,458.76002674115875
"с политический ,",-8.808538436889648,159.27023073431423
"политический , но",-10.47452449798584,415.55749963014864
", но итти",-10.8012113571167,501.53683998426345
"но итти она",-8.533997535705566,135.98762342145272
"итти она ,",-10.675466537475586,466.5160978863642
"она , в",-8.574690818786621,139.21072802736452
", в качество",-10.764062881469727,490.92564610406237
"в качество здоровый",-10.034390449523926,322.55042047989
"качество здоровый женщина",-11.47279167175293,738.2405866173601
"здоровый женщина ,",-10.227272033691406,360.42757380239004
"женщина , должен",-10.137974739074707,342.3684090888206
", должен быть",-8.301007270812988,118.91915585203948
"должен быть с",-10.199512481689453,354.71382904950457
"быть с уголовный",-10.480051040649414,416.88163183954146
"с уголовный .",-6.472407341003418,41.50513542638431
"уголовный . так",-9.925569534301758,302.9649469821988
". так она",-8.770434379577637,155.81475993502292
"так она идти",-10.010244369506836,318.098112673258
"она идти весь",-9.062585830688477,184.35140747161518
"идти весь время",-10.875116348266602,523.3341640468378
"весь время от",-10.108839988708496,336.67432430387305
"время от сам",-11.093935012817383,593.5861419383732
"от сам томск",-10.399579048156738,398.01071316601883
"сам томск .",-8.407936096191406,126.4689823749168
"томск . с",-11.30383014678955,669.8191144045466
". с она",-8.766199111938477,155.43534375147547
"с она вместе",-9.32827091217041,214.8165453512891
"она вместе идти",-10.2986421585083,375.5437508749394
"вместе идти также",-10.950040817260742,546.3993880971731
"идти также пешком",-11.200542449951172,631.1543975386008
"также пешком двое",-11.10452651977539,597.2162689247813
"пешком двое политический",-11.221062660217285,638.654041871099
"двое политический :",-9.077488899230957,185.93974233741602
"политический : марья",-11.506597518920898,752.7476003689625
": марья павловна",-10.5748291015625,440.2580193051692
"марья павловна щетинина",-8.785114288330078,157.13704145749594
"павловна щетинина ,",-11.207576751708984,633.7152932276384
"щетинина , тот",-11.162198066711426,617.3756788062739
", тот самый",-9.03147029876709,181.07878620167477
"тот самый красивый",-10.723889350891113,479.7028931090934
"самый красивый девушка",-11.56612777709961,778.9901106053712
"красивый девушка с",-10.266185760498047,368.5924541982651
"девушка с барань",-9.48265266418457,234.78111783661953
"с барань глаз",-10.66404914855957,463.46003184783365
"барань глаз ,",-10.072609901428223,329.725454338699
"глаз , который",-9.002647399902344,178.09915132499026
", который поразить",-10.198577880859375,354.52304451781276
"который поразить нехлюдов",-12.025710105895996,1014.9099878538165
"поразить нехлюдов при",-11.012516021728516,566.4075131294832
"нехлюдов при свидание",-9.485986709594727,235.2321496714502
"при свидание с",-9.98224925994873,313.0129567739133
"свидание с богодуховский",-10.254477500915527,366.11656178181596
"с богодуховский ,",-9.435951232910156,228.5534641589858
"богодуховский , и",-10.653886795043945,460.7567420329735
", и ссылаться",-11.142370223999023,610.3691234710918
"и ссылаться в",-10.472389221191406,415.0470250508289
"ссылаться в якутский",-10.731987953186035,481.9444554716062
"в якутский область",-9.213512420654297,201.08427292585398
"якутский область некто",-10.905040740966797,532.4271401223479
"область некто симонсон",-11.408830642700195,711.5536662452881
"некто симонсон ,",-10.252988815307617,365.80295027439746
"симонсон , тот",-9.644063949584961,257.64159991592925
", тот самый",-9.03147029876709,181.07878620167477
"тот самый черный",-10.652677536010742,460.4361183579137
"самый черный лохматый",-11.271719932556152,657.5518184497654
"черный лохматый человек",-10.450826644897461,409.92712930582235
"лохматый человек с",-11.170816421508789,620.4461662290689
"человек с глубоко",-10.57541275024414,440.4059599269795
"с глубоко уйти",-10.98060417175293,556.0976284015572
"глубоко уйти под",-11.030104637145996,572.1714177779196
"уйти под лоб",-11.357248306274414,690.735976578201
"под лоб глаз",-11.377978324890137,699.0280147978639
"лоб глаз ,",-10.48209285736084,417.3719076470202
"глаз , который",-9.002647399902344,178.09915132499026
", который нехлюдов",-9.785551071166992,279.503832867107
"который нехлюдов тоже",-11.586983680725098,788.3987375535594
"нехлюдов тоже заметить",-9.374098777770996,220.558954497737
"тоже заметить на",-11.428812026977539,719.7853560644631
"заметить на этот",-10.438178062438965,406.9532447776103
"на этот свидание",-9.735671997070312,271.59264164057544
"этот свидание .",-7.123560428619385,60.37958269815185
"свидание . марья",-11.435404777526855,722.5221979143855
". марья павловна",-9.787779808044434,279.86265637382934
"марья павловна идти",-8.622370719909668,143.08452956845778
"павловна идти пешком",-11.6458101272583,815.5536426263044
"идти пешком потому",-11.035258293151855,573.8713893150833
"пешком потому ,",-10.766560554504395,491.63199496543587
"потому , что",-8.451688766479492,129.69468886233747
", что уступить",-11.123817443847656,603.885165097194
"что уступить свой",-11.116586685180664,601.3768020521471
"уступить свой место",-10.303818702697754,376.6644870528852
"свой место на",-10.907845497131348,533.2874633243758
"место на подвода",-10.649869918823242,459.69256512049026
"на подвода уголовный",-10.089229583740234,332.8950948371032
"подвода уголовный беременный",-11.263338088989258,654.3867877817636
"уголовный беременный женщина",-10.691019058227539,470.7114521245824
"беременный женщина ;",-9.799914360046387,281.8243993145171
"женщина ; симонсон",-10.535037994384766,430.28826164259607
"; симонсон же",-11.073577880859375,586.6707963919944
"симонсон же потому",-10.297405242919922,375.2764491911184
"же потому ,",-10.574161529541016,440.0888671032004
"потому , что",-8.451688766479492,129.69468886233747
", что считать",-10.419462203979492,402.5923803714345
"что считать несправедливый",-10.716484069824219,477.66235715894976
"считать несправедливый пользоваться",-11.14192008972168,610.2109862607846
"несправедливый пользоваться классовый",-10.97990894317627,555.8751194667559
"пользоваться классовый преимущество",-10.876396179199219,523.7198620368914
"классовый преимущество .",-8.30217170715332,118.99889449281595
"преимущество . этот",-10.91562557220459,535.6811854368673
". этот трое",-11.066415786743164,584.257029994329
"этот трое отдельно",-10.883283615112305,525.8003898546618
"трое отдельно от",-11.178791046142578,623.3009108420439
"отдельно от другой",-11.270625114440918,657.1375414616064
"от другой политический",-10.557830810546875,435.9711012779023
"другой политический ,",-8.42337703704834,127.59811518752663
"политический , выезжать",-10.660097122192383,462.4068729330426
", выезжать поздно",-11.257247924804688,652.0966681356458
"выезжать поздно на",-11.145912170410156,611.6148796732018
"поздно на подвода",-10.504800796508789,422.8634990674627
"на подвода ,",-8.931207656860352,170.9235538918003
"подвода , выходить",-11.179746627807617,623.643868670264
", выходить с",-10.330294609069824,382.44910793731697
"выходить с уголовный",-10.472265243530273,415.0174053311131
"с уголовный рано",-10.298552513122559,375.524371803144
"уголовный рано утро",-10.616762161254883,451.0145371321509
"рано утро .",-6.954061031341553,54.766534145697506
"утро . так",-8.947336196899414,172.51785480770664
". так это",-10.362066268920898,389.5081661664017
"так это и",-9.894735336303711,297.63488617040656
"это и быть",-8.83165168762207,161.40349027605555
"и быть на",-9.679048538208008,262.8827774265022
"быть на последний",-10.359292984008789,388.8868392914997
"на последний этап",-10.258272171020508,366.91717640567634
"последний этап перед",-10.909111976623535,533.6763952133933
"этап перед большой",-11.204479217529297,632.5863324385023
"перед большой город",-11.002045631408691,563.003905933463
"большой город ,",-10.126546859741211,340.1235590917316
"город , на",-10.694877624511719,471.7581439614981
", на который",-8.450572967529297,129.61141199686168
"на который партия",-11.53610610961914,765.6433722104132
"который партия принять",-11.725754737854004,853.9622728923803
"партия принять новый",-10.519021987915039,426.3394268107238
"принять новый конвойный",-11.351274490356445,688.364749767759
"новый конвойный офицер",-11.179264068603516,623.4706548104634
"быть ранний ненастный",-8.700298309326172,149.64926127184214
"ранний ненастный сентябрьский",-10.623331069946289,452.723217522097
"ненастный сентябрьский утро",-10.650097846984863,459.75288349870095
"сентябрьский утро .",-7.7663044929504395,87.41301969071968
"утро . идти",-9.902795791625977,299.01911233196716
". идти то",-11.15708065032959,615.5596762768691
"идти то снег",-11.13232421875,606.8495785823961
"то снег ,",-10.339698791503906,384.5251036308423
"снег , то",-10.520397186279297,426.6770625822216
", то дождь",-10.927573204040527,539.3780899364091
"то дождь с",-11.2770414352417,659.5691873609229
"дождь с порыв",-10.813240051269531,505.0216689945247
"с порыв холодный",-10.82326889038086,507.9456233066604
"порыв холодный ветер",-11.005126953125,564.0034210624079
"холодный ветер .",-8.192736625671387,111.73369382302302
"ветер . весь",-10.159245491027832,346.5862848398644
". весь арестант",-10.665985107421875,463.97681235816725
"весь арестант партия",-10.34302806854248,385.262747193762
"арестант партия ,",-9.868330001831055,293.1450063291099
"партия , 400",-9.569342613220215,246.79460024959752
", 400 человек",-11.192283630371094,628.1609107543562
"400 человек мужчина",-11.141895294189453,610.2022765034519
"человек мужчина и",-10.432513236999512,405.628357792323
"мужчина и около",-10.03909683227539,323.42546265212803
"и около 50",-10.10861587524414,336.63089272379455
"около 50 женщина",-11.11299991607666,600.1364141556434
"50 женщина ,",-10.522319793701172,427.1495453313157
"женщина , уже",-10.225523948669434,360.0650656605389
", уже быть",-9.256790161132812,206.15674108053236
"уже быть на",-9.848978042602539,289.8975270484459
"быть на двор",-10.243873596191406,363.8885572200657
"на двор этап",-8.627214431762695,143.4840438249743
"двор этап и",-11.525333404541016,760.91010412525
"этап и часть",-10.700112342834473,473.1818585169566
"и часть толпиться",-10.223133087158203,359.56985238136053
"часть толпиться около",-11.020841598510742,569.1285858345403
"толпиться около конвойный",-11.249770164489746,649.2957215013364
"около конвойный -",-10.945358276367188,544.9285587238624
"конвойный - старший",-10.44820785522461,409.3096311418508
"- старший ,",-10.300128936767578,375.8653007161439
"старший , раздавать",-9.66477108001709,260.73105984205796
", раздавать старост",-10.887533187866211,527.088203952104
"раздавать старост кормовой",-11.067276000976562,584.5464135173487
"старост кормовой деньги",-10.673959732055664,466.1116233663083
"кормовой деньги на",-10.713003158569336,476.7061882350235
"деньги на двое",-10.269014358520508,369.193111821988
"на двое сутки",-10.581684112548828,441.9987367675805
"двое сутки ,",-10.267702102661133,368.9143304276108
"сутки , часть",-10.556659698486328,435.67729202236666
", часть закупать",-10.770503044128418,492.749010722311
"часть закупать съестное",-10.883070945739746,525.7360240848864
"закупать съестное у",-10.871418952941895,522.2214884077193
"съестное у впустить",-10.808557510375977,503.6622225509583
"у впустить на",-10.728128433227539,480.8748992309066
"впустить на двор",-11.26009750366211,653.1672123395607
"на двор этап",-8.627214431762695,143.4840438249743
"двор этап торговка",-11.593483924865723,791.3543267465893
"этап торговка .",-8.194135665893555,111.82371505375188
"торговка . слышаться",-10.673038482666016,465.8645034817368
". слышаться гул",-11.243799209594727,647.0678205783248
"слышаться гул голос",-11.07683277130127,587.7710516873155
"гул голос арестант",-10.877909660339355,524.1763411962471
"голос арестант ,",-10.341584205627441,384.9426674387025
"арестант , считать",-10.254237174987793,366.0659157224517
", считать деньги",-11.14246940612793,610.4039727725477
"считать деньги ,",-10.596282958984375,445.7288447090456
"деньги , покупать",-10.341557502746582,384.93675037112905
", покупать провизия",-11.115649223327637,601.052358762845
"покупать провизия ,",-10.251477241516113,365.4847919275045
"провизия , и",-10.917619705200195,536.296455097743
", и визгливый",-10.915017127990723,535.4935966812201
"и визгливый говор",-10.5657377243042,437.9599838443987
