text,score,perplexity
"штабель или винников",-11.007318496704102,564.7153907741175
"или винников ,",-9.567621231079102,246.55017082318443
"винников , —",-11.546416282653809,770.2009867075392
", — подумать",-9.438663482666016,228.91058258575484
"— подумать федор",-9.51931381225586,239.7885563731399
"подумать федор васильевич",-10.968299865722656,552.1727452288372
"федор васильевич .",-6.283970832824707,37.238545385933676
"васильевич . —",-11.475212097167969,739.269900684464
". — я",-9.044084548950195,182.39844740091647
"— я это",-7.073494911193848,58.664277697234404
"я это и",-10.466621398925781,413.6712605673374
"это и давно",-10.542363166809082,432.1064924671368
"и давно обещать",-10.207417488098145,356.3316279825393
"давно обещать ,",-10.524285316467285,427.6331154290771
"обещать , а",-10.62355899810791,452.7826214201176
", а этот",-9.509312629699707,238.41202549739376
"а этот повышение",-10.526878356933594,428.2719089332221
"этот повышение составлять",-10.806771278381348,503.1446041828891
"повышение составлять для",-11.16585922241211,618.6781890205664
"составлять для я",-10.59758472442627,446.0629796602072
"для я 800",-10.237152099609375,362.48331832364215
"я 800 рубль",-11.015698432922363,567.4460905065869
"800 рубль .",-7.610774517059326,79.92702151536209
"рубль . прибавка",-10.521475791931152,426.9420666365252
". прибавка ,",-10.943735122680664,544.4196357801986
"прибавка , кроме",-10.771156311035156,492.93434415835196
", кроме канцелярия",-10.731497764587402,481.8084818643156
"кроме канцелярия »",-9.070122718811035,185.1529686505059
"« надо быть",-7.432991027832031,72.1518975007774
"надо быть просить",-10.074200630187988,330.0275212549897
"быть просить теперь",-10.738995552062988,483.8924967909674
"просить теперь о",-11.381629943847656,700.4989456729938
"теперь о перевод",-10.542810440063477,432.21776176021257
"о перевод шурина",-10.450118064880371,409.75995763250495
"перевод шурина из",-10.1351900100708,341.82002571937187
"шурина из калуга",-11.000743865966797,562.5821733728363
"из калуга ,",-9.624635696411133,254.77624006909582
"калуга , —",-11.348228454589844,687.1588016621113
", — подумать",-9.438663482666016,228.91058258575484
"— подумать петр",-9.67165470123291,261.76626438355686
"подумать петр иванович",-10.342790603637695,385.2100869984481
"петр иванович .",-4.159832954406738,10.963727647755638
"иванович . —",-11.197128295898438,629.9151795077478
". — жена",-11.00289249420166,563.2784335375804
"— жена быть",-8.052560806274414,103.0718809611962
"жена быть очень",-10.491710662841797,419.689076495679
"быть очень рад",-9.46204948425293,232.0130274527085
"очень рад .",-6.660751819610596,46.25811749633763
"рад . теперь",-11.54694652557373,770.436112855208
". теперь уж",-10.407078742980957,399.73270802317927
"теперь уж нельзя",-10.74770736694336,486.3252757768144
"уж нельзя быть",-9.194197654724121,198.8609059883809
"нельзя быть говорить",-10.047436714172363,324.98190381607367
"быть говорить ,",-8.849702835083008,163.08939015927285
"говорить , что",-7.984610557556152,99.11802490272179
", что я",-9.058801651000977,183.9502628546925
"что я никогда",-11.13007926940918,606.0658553719821
"я никогда ничто",-10.491408348083496,419.61604588651113
"никогда ничто не",-10.099101066589355,334.79215021283443
"ничто не делать",-9.507246017456055,238.12857021687824
"не делать для",-10.441454887390137,407.72160190174696
"делать для она",-8.542373657226562,136.6448959588239
"для она родные",-10.50164794921875,422.0967296439993
"она родные »",-8.772104263305664,155.964610807974
"— я так",-5.98236608505249,31.303400758292348
"я так и",-10.041226387023926,323.8221834208107
"так и думать",-9.82992172241211,286.73481693833145
"и думать ,",-8.623807907104492,143.2029540186658
"думать , что",-8.703259468078613,149.90456794317663
", что он",-8.763514518737793,155.19532319940583
"что он не",-9.32872486114502,214.87268726465797
"он не подняться",-9.662660598754883,260.4144924455286
"не подняться ,",-10.085447311401367,332.1710871261266
"подняться , —",-10.57538890838623,440.39991562714204
", — вслух",-10.731623649597168,481.8433974950816
"— вслух сказать",-8.869057655334473,164.9166156587584
"вслух сказать петр",-11.437925338745117,723.5713036221395
"сказать петр иванович",-10.13486099243164,341.7552918965024
"петр иванович .",-4.159832954406738,10.963727647755638
"иванович . —",-11.197128295898438,629.9151795077478
". — жалко",-10.69499683380127,471.7905182404495
"— да что",-6.117254734039307,33.83091028853737
"да что у",-10.936355590820312,542.111846375076
"что у он",-9.744274139404297,272.9408469477706
"у он собственно",-10.060039520263672,327.34814186369755
"он собственно быть",-9.55140209197998,244.25897088675885
"— доктор не",-8.413662910461426,126.88659043125352
"доктор не мочь",-9.42931079864502,227.68147678289827
"не мочь определить",-10.864341735839844,520.0982996686852
"мочь определить .",-8.868927955627441,164.90430325372034
"определить . то",-10.920339584350586,537.1367858573559
". то быть",-9.32263469696045,214.1207097313294
"то быть определять",-11.319106101989746,675.7351735037433
"быть определять ,",-10.366313934326172,390.4617384740421
"определять , но",-10.88040828704834,524.9308196751527
", но различный",-10.704950332641602,474.50149289587057
"но различный .",-7.387506484985352,70.2872612381756
"различный . когда",-10.807165145874023,503.2586942642162
". когда я",-9.922801971435547,302.4826665112402
"когда я видеть",-9.983549118041992,313.2472590175301
"я видеть его",-10.806408882141113,503.03965310542435
"видеть его последний",-10.641693115234375,457.53390114746117
"его последний раз",-10.474177360534668,415.47446774451066
"последний раз ,",-9.111572265625,189.6238964753715
"раз , я",-10.555337905883789,435.34591779709785
", я казаться",-10.635966300964355,456.02806950270696
"я казаться ,",-8.963580131530762,174.13859369973065
"казаться , что",-8.313350677490234,119.76713738099775
", что он",-8.763514518737793,155.19532319940583
"что он поправиться",-11.068822860717773,585.067151199924
"— а я",-6.1425886154174805,34.32789347607596
"а я так",-9.384666442871094,221.9047561624971
"я так и",-10.041226387023926,323.8221834208107
"так и не",-8.610267639160156,142.09111093569263
"и не быть",-7.508727550506592,75.36711439662254
"не быть у",-9.561576843261719,245.6938076212642
"быть у он",-8.90285873413086,168.1568965402809
"у он с",-9.344222068786621,216.79812268013146
"он с самый",-9.658982276916504,259.86367097091386
"с самый праздник",-10.360590934753418,389.1775087551404
"самый праздник .",-8.380659103393555,124.49868831598835
"праздник . все",-10.940080642700195,543.2755506653115
". все собираться",-11.21686840057373,637.1139291885884
"— что ,",-5.64160680770874,25.727743775980098
"что , у",-10.528382301330566,428.6428415926687
", у он",-9.383580207824707,221.76604534010872
"у он быть",-6.921551704406738,53.751170512028054
"он быть состояние",-9.911270141601562,300.48135942035447
"— казаться ,",-6.477799415588379,41.63416450830659
"казаться , что-то",-10.137533187866211,342.2813978669921
", что-то очень",-10.496362686157227,420.8144764118357
"что-то очень небольшой",-10.674286842346191,466.1994003648776
"очень небольшой у",-11.14259147644043,610.4468669519783
"небольшой у жена",-11.354087829589844,689.480451577475
"у жена .",-6.941361427307129,54.36762439511957
"жена . но",-9.476755142211914,233.98541400500497
". но что-то",-10.249942779541016,365.162099075854
"но что-то ничтожный",-10.008345603942871,317.7506158710417
"— да ,",-5.046955585479736,18.270014682549878
"да , надо",-9.28246784210205,209.22663027421538
", надо быть",-8.3652925491333,123.40226676416043
"надо быть поехать",-11.032570838928223,572.984283435501
"быть поехать .",-7.467987060546875,73.62016138412777
"поехать . ужасно",-10.776999473571777,494.59516712648804
". ужасно далеко",-11.498315811157227,749.167541431206
"ужасно далеко жить",-10.927616119384766,539.3914149286039
"далеко жить они",-11.19981575012207,630.8904269543776
"— то быть",-5.820682525634766,28.521386336656573
"то быть от",-10.997994422912598,561.6924750786087
"быть от вы",-9.622525215148926,254.46690273481323
"от вы далеко",-10.508609771728516,423.7916962645997
"вы далеко .",-8.25845718383789,116.0417570219932
"далеко . от",-10.810072898864746,504.1017727653557
". от вы",-10.187417984008789,352.25283412357453
"от вы все",-10.384538650512695,394.5796312675044
"вы все далекий",-10.998044967651367,561.7088182591197
"— вот не",-7.074183464050293,58.687534648424425
"вот не мочь",-10.709077835083008,475.630240026503
"не мочь я",-9.784212112426758,279.2884836483424
"мочь я простить",-11.808223724365234,895.4800835087293
"я простить ,",-9.242401123046875,204.45619810592595
"простить , что",-9.618728637695312,253.9113762360782
", что я",-9.058801651000977,183.9502628546925
"что я жить",-10.116690635681152,338.19926460975364
"я жить за",-10.766857147216797,491.71593968572876
"жить за река",-11.046401977539062,577.5645038722155
"за река ,",-8.462382316589355,130.4955130416144
"река , —",-10.473677635192871,415.3549674578622
", — улыбаться",-9.490744590759277,235.87729987155876
"— улыбаться на",-8.845406532287598,162.68654387610712
"улыбаться на шебек",-11.073905944824219,586.7815989292881
"на шебек ,",-9.887718200683594,296.4350483288895
"шебек , сказать",-11.134352684020996,607.5585976446457
", сказать петр",-11.303995132446289,669.8827324097464
"сказать петр иванович",-10.13486099243164,341.7552918965024
"петр иванович .",-4.159832954406738,10.963727647755638
"иванович . и",-11.85988712310791,922.5114830289583
". и заговорить",-11.10830307006836,598.5160037459543
"и заговорить о",-9.959144592285156,308.8774107736068
"заговорить о дальность",-10.827430725097656,509.1639901786559
"о дальность городской",-10.851134300231934,516.1590840804478
"дальность городской расстояние",-10.77673625946045,494.5202326231451
"городской расстояние ,",-10.589539527893066,444.00195458874794
"расстояние , и",-9.951017379760742,307.43573381810285
", и пойти",-9.65156364440918,258.75628727325363
"и пойти в",-8.812368392944336,159.62176116797016
"пойти в заседание",-11.004335403442383,563.7464899632643
"кроме вызвать этот",-9.122207641601562,190.78837561089824
"вызвать этот смерть",-11.201885223388672,631.6424448322938
"этот смерть в",-10.716198921203613,477.58395782975145
"смерть в каждый",-10.679283142089844,467.5421671201454
"в каждый соображение",-10.151251792907715,344.99511702987246
"каждый соображение о",-11.091827392578125,592.8664139608144
"соображение о перемещение",-10.583647727966309,442.49863158453763
"о перемещение и",-11.410175323486328,712.1046650457247
"перемещение и возможный",-10.958080291748047,548.93392655223
"и возможный изменение",-10.230020523071289,360.99827840553587
"возможный изменение по",-11.180097579956055,623.769872611497
"изменение по служба",-11.39216136932373,704.7585321093841
"по служба ,",-8.485422134399414,132.2377750932379
"служба , мочь",-10.835497856140137,511.53395157486284
", мочь следовать",-10.914800643920898,535.4268685652369
"мочь следовать от",-11.668120384216309,826.0951949377716
"следовать от этот",-10.847387313842773,515.0469603729293
"от этот смерть",-10.533292770385742,429.8561974876862
"этот смерть ,",-9.23351001739502,203.41243766008063
"смерть , самый",-10.34272289276123,385.1950727596173
", самый факт",-10.896552085876465,529.8318009570573
"самый факт смерть",-11.605611801147461,796.8983916149883
"факт смерть близкий",-10.524045944213867,427.5741943199333
"смерть близкий знакомый",-11.133867263793945,607.3888510535827
"близкий знакомый вызвать",-10.781671524047852,495.92714567055884
"знакомый вызвать в",-11.242523193359375,646.5927017867742
"вызвать в все",-10.818251609802246,506.4807019875916
"в все ,",-8.289253234863281,118.11724497603015
"все , узнать",-9.989689826965332,314.3565086753573
", узнать про",-10.09405517578125,333.8211077344541
"узнать про она",-8.439387321472168,128.77952840800808
"про она ,",-9.761970520019531,275.7354659527997
"она , как",-7.82748556137085,90.54644217750817
", как всегда",-9.496892929077148,236.71361195351508
"как всегда ,",-7.7705583572387695,87.62733208714836
"всегда , чувство",-11.28914737701416,664.1816064237862
", чувство радость",-10.372207641601562,391.78870407408573
"чувство радость о",-10.495942115783691,420.71260965611276
"радость о то",-11.64684772491455,816.04090953375
"о то ,",-8.598358154296875,141.1203154484942
"то , что",-7.163541316986084,61.78532411437134
", что умереть",-10.21336555480957,357.55379235861164
"что умереть он",-11.454327583312988,730.4355396605848
"умереть он ,",-10.25275993347168,365.75475709042587
"он , а",-8.059231758117676,103.46844911941392
", а не",-8.783706665039062,157.00976596898437
"« каков ,",-7.61090612411499,79.93307694484113
"каков , умереть",-9.993995666503906,315.13665189190755
", умереть ;",-9.90060806274414,298.64277724739895
"умереть ; а",-10.750328063964844,487.0594970821403
"; а я",-9.481948852539062,234.6860163428557
"а я вот",-10.370523452758789,391.40905015519985
"я вот нет",-11.509840965270996,754.1543515538594
"вот нет »",-9.833154678344727,287.26893848147546
"нет » ,",-10.670153617858887,465.09150217950577
"» , подумать",-9.112127304077148,189.68449209305135
", подумать или",-10.848072052001953,515.2500148885034
"подумать или почувствовать",-11.3707275390625,696.1164308066989
"или почувствовать каждый",-11.151895523071289,613.72509355084
"почувствовать каждый .",-8.819945335388184,160.3194941391422
"каждый . близкий",-10.331463813781738,382.70660131569076
". близкий же",-10.264602661132812,368.2567069670683
"близкий же знакомый",-11.334078788757324,681.584486918315
"же знакомый ,",-10.37295150756836,391.95650535965433
"знакомый , так",-9.817602157592773,284.70856959066776
", так называть",-9.11954116821289,190.49575049748393
"так называть друг",-10.516092300415039,425.6210267953397
"называть друг иван",-12.092233657836914,1054.5287254618052
"друг иван ильич",-9.670032501220703,261.521937635984
"иван ильич ,",-6.364652633666992,39.00885099973071
"ильич , при",-12.94959831237793,1727.426501523899
", при это",-10.035073280334473,322.6772299755876
"при это подумать",-10.318343162536621,379.82696266857755
"это подумать невольно",-10.918153762817383,536.4613531387747
"подумать невольно и",-11.615224838256836,801.3204192288093
"невольно и о",-10.163654327392578,347.46701378851327
"и о то",-10.593093872070312,444.91133255567877
"о то ,",-8.598358154296875,141.1203154484942
"то , что",-7.163541316986084,61.78532411437134
", что теперь",-9.68385124206543,263.61056412918583
"что теперь они",-11.027036666870117,571.1618172605929
"теперь они надобный",-10.035473823547363,322.751638632142
"они надобный исполнить",-10.364119529724121,389.9688182756089
"надобный исполнить очень",-11.142056465148926,610.2588921483675
"исполнить очень скучный",-11.305988311767578,670.6517743491914
"очень скучный обязанность",-10.68464183807373,468.98662742292817
"скучный обязанность приличие",-11.237739562988281,644.8146422711976
"обязанность приличие и",-11.282410621643066,661.6109058373117
"приличие и поехать",-11.225530624389648,640.298753108002
"и поехать на",-9.262741088867188,206.86416866871176
"поехать на панихид",-10.871602058410645,522.2765355324453
"на панихид и",-10.3109130859375,378.2058755660188
"панихид и к",-11.484025955200195,743.030239439173
"и к вдова",-10.321313858032227,380.47704897129614
"к вдова с",-10.883058547973633,525.732272063345
"вдова с визит",-10.933883666992188,541.3409948691803
"с визит соболезнование",-10.249557495117188,365.08111965165216
"близкий все быть",-8.489584922790527,132.55503560335535
"все быть федор",-9.627887725830078,255.25363263776597
"быть федор васильевич",-10.432415008544922,405.60542224863553
"федор васильевич и",-9.729801177978516,270.6763393993974
"васильевич и петр",-11.647470474243164,816.3334990376627
"и петр иванович",-8.291927337646484,118.29920727190829
"петр иванович быть",-7.3552117347717285,68.99266703365117
"иванович быть товарищ",-11.084922790527344,590.5146788179421
"быть товарищ по",-10.023533821105957,320.5409024286314
"товарищ по училище",-10.170719146728516,348.88298277523285
"по училище правоведение",-10.493696212768555,420.16904461604565
"училище правоведение и",-11.100248336791992,595.7473019904561
"правоведение и считать",-11.286338806152344,663.1086627995131
"и считать себя",-9.254518508911133,205.88733266608745
"считать себя обязанный",-9.526119232177734,240.72977396055705
"себя обязанный иван",-12.032031059265137,1018.6095997653671
"обязанный иван ильич",-10.735650062561035,482.9615043866358
"передать за обед",-9.422712326049805,226.8182949996059
"за обед жена",-9.233830451965332,203.44996196192594
"обед жена известие",-10.788322448730469,497.8294817246885
"жена известие о",-10.765533447265625,491.3414032398116
"известие о смерть",-9.737934112548828,271.9465340626618
"о смерть иван",-10.792959213256836,499.16003134466825
"смерть иван ильич",-10.323932647705078,381.05104933995995
"иван ильич и",-7.639402866363525,81.25511636440899
"ильич и соображение",-12.762308120727539,1550.8758389972147
"и соображение о",-9.728353500366211,270.45086517431025
"соображение о возможность",-10.597150802612305,445.95157352130957
"о возможность перевод",-10.988544464111328,558.6452571921897
"возможность перевод шурина",-11.03958511352539,575.3025226623115
"перевод шурина в",-10.284239768981934,372.4431080948818
"шурина в их",-9.300979614257812,211.46811962853803
"в их округ",-9.848671913146973,289.8464451462137
"их округ ,",-10.302242279052734,376.3228332372977
"округ , петр",-11.50326919555664,751.3067641507379
", петр иванович",-9.301752090454102,211.56217471124074
"петр иванович ,",-6.731554985046387,48.18243522919158
"иванович , не",-11.119263648986816,602.3042286169235
", не ложиться",-10.792449951171875,499.0137216216202
"не ложиться отдыхать",-9.4214506149292,226.65361683975706
"ложиться отдыхать ,",-10.224836349487305,359.922575101973
"отдыхать , надеть",-10.643377304077148,457.9776939992741
", надеть фрак",-10.600069999694824,446.7015916572959
"надеть фрак и",-10.350482940673828,386.91960449322323
"фрак и поехать",-11.489107131958008,745.2067550726939
