text,score,perplexity
"полоз песок с",-10.911073684692383,534.2793896517898
"песок с снег",-11.182415962219238,624.6028917280528
"с снег ночной",-10.49172592163086,419.69276292014564
"снег ночной извозчик",-11.192419052124023,628.2098809640721
"ночной извозчик и",-10.65698528289795,461.5792963059201
"извозчик и ,",-8.370195388793945,123.751037087794
"и , перебраться",-9.680173873901367,263.05312682346573
", перебраться на",-11.295282363891602,666.5313651916343
"перебраться на другой",-11.285901069641113,662.9415928061903
"на другой угол",-9.314241409301758,213.0886668542517
"другой угол ,",-9.297149658203125,211.00240944432824
"угол , заснуть",-11.207568168640137,633.7121621675045
", заснуть ,",-9.66085147857666,260.14343449876185
"заснуть , дожидаться",-10.730297088623047,481.47558793185664
", дожидаться седок",-10.80093002319336,501.45562325923413
"дожидаться седок .",-8.545856475830078,136.91912622949602
"седок . пройти",-10.915481567382812,535.6367815360463
". пройти старушка",-11.301163673400879,668.7917672525405
"пройти старушка в",-10.305976867675781,377.1327230649584
"старушка в церковь",-11.049417495727539,578.5679524883857
"в церковь ,",-7.938938617706299,96.54608207632397
"церковь , где",-10.734960556030273,482.769849272907
", где уж",-10.80537223815918,502.73955864776843
"где уж ,",-11.296276092529297,666.9127543260272
"уж , отражаться",-9.472638130187988,233.43153858363775
", отражаться на",-10.865498542785645,520.4447545046747
"отражаться на золотой",-10.840927124023438,513.1351688508216
"на золотой оклад",-10.43553352355957,406.3342034498871
"золотой оклад ,",-10.346719741821289,386.0823388216205
"оклад , красно",-10.686774253845215,469.5626700496296
", красно и",-11.254617691040039,651.1100859043493
"красно и редко",-10.768046379089355,492.05267230370475
"и редко гореть",-10.234296798706055,361.88801440509496
"редко гореть несимметричный",-10.63015365600586,454.5047370606069
"гореть несимметричный расставить",-10.495697975158691,420.65348743230544
"несимметричный расставить восковый",-10.724504470825195,479.87278190125727
"расставить восковый свеча",-10.941428184509277,543.6971370340061
"восковый свеча .",-7.888785362243652,93.79859659560863
"свеча . рабочий",-10.759520530700684,489.6436567584689
". рабочий народ",-10.6949462890625,471.7767912748896
"рабочий народ уж",-10.542250633239746,432.07850171835327
"народ уж подниматься",-10.83195686340332,510.49232356815565
"уж подниматься после",-10.44923210144043,409.55103269853475
"подниматься после долгий",-10.983789443969727,557.118218883348
"после долгий зимний",-9.092214584350586,187.52261304724874
"долгий зимний ночь",-11.339583396911621,683.7476539802918
"зимний ночь и",-11.179616928100586,623.5973084381135
"ночь и идти",-10.463825225830078,413.00594815631285
"и идти на",-10.111625671386719,337.2146375256532
"идти на работа",-10.8878812789917,527.1938310767334
"а у господин",-8.997406005859375,177.56260237587588
"у господин еще",-10.39242935180664,396.3759883652376
"господин еще вечер",-11.012818336486816,566.5060915468879
"в один из",-7.617271423339844,80.2265018398596
"один из окно",-9.094061851501465,187.7221254871371
"из окно шевалье",-9.586901664733887,249.3018011427892
"окно шевалье из-под",-11.136518478393555,608.3165324340272
"шевалье из-под затворить",-11.059532165527344,581.9464743072655
"из-под затворить ставень",-10.866291046142578,520.6822364021427
"затворить ставень противозаконно",-10.787986755371094,497.733290135732
"ставень противозаконно светиться",-10.624505043029785,453.0292682095909
"противозаконно светиться огонь",-10.54528522491455,432.8339382745897
"светиться огонь .",-7.356205940246582,69.03216357465878
"огонь . у",-11.268386840820312,656.2913952815803
". у подъезд",-10.068289756774902,328.90648705031174
"у подъезд стоять",-7.73392915725708,85.79901248621762
"подъезд стоять карета",-11.910869598388672,949.9864254204888
"стоять карета ,",-9.66617202758789,260.9414112775508
"карета , сани",-10.535569190979004,430.41985588226277
", сани и",-11.31585693359375,674.4724787954991
"сани и извозчик",-11.321746826171875,676.7631552373545
"и извозчик ,",-9.051766395568848,183.20680411669542
"извозчик , стесниться",-9.442207336425781,229.37803823981045
", стесниться задок",-10.959766387939453,549.4669777171384
"стесниться задок .",-7.947464466094971,97.0210826391684
"задок . почтовый",-10.674932479858398,466.3726996896421
". почтовый тройка",-11.563796043395996,777.945209574322
"почтовый тройка стоить",-11.147303581237793,612.104955246408
"тройка стоить тут",-11.188379287719727,626.750691699414
"стоить тут же",-11.036670684814453,574.3381582846959
"тут же .",-6.0540385246276855,32.62192847350546
"же . дворник",-11.116351127624512,601.2952621916156
". дворник ,",-10.29922103881836,375.6689142820924
"дворник , закутаться",-10.586834907531738,443.3112237297928
", закутаться и",-11.042135238647461,576.1476696931256
"закутаться и сжаться",-11.213638305664062,635.9303852608788
"и сжаться ,",-9.729944229125977,270.69862966375564
"сжаться , точно",-10.977533340454102,555.115475958299
", точно прятаться",-10.870514869689941,521.949778262761
"точно прятаться за",-10.976066589355469,554.6469732306869
"прятаться за угол",-10.828571319580078,509.498406316659
"за угол дом",-9.534255027770996,241.8598376104441
"« и что",-6.802946090698242,50.20379212689126
"и что переливать",-10.072416305541992,329.6887108746168
"что переливать из",-10.887588500976562,527.1049871219157
"переливать из пустой",-10.82032585144043,507.0858160612873
"из пустой в",-10.573934555053711,440.0313701605557
"пустой в порожный",-10.63176441192627,454.9263609475691
"в порожный ?",-7.6188812255859375,80.30088032399951
"порожный ? —",-11.137828826904297,608.7755570123032
"? — думать",-9.720976829528809,269.30487018260766
"— думать лак",-9.241597175598145,204.36159984556113
"думать лак ,",-10.592874526977539,444.8551592903099
"лак , с",-10.614895820617676,450.5302489421142
", с осунуться",-10.268465995788574,369.07658962222047
"с осунуться лицо",-10.84738540649414,515.0463948732412
"осунуться лицо ,",-10.261754035949707,367.6533342863114
"лицо , сидеть",-10.346687316894531,386.0751325507325
", сидеть в",-9.266250610351562,207.28250698006903
"сидеть в передний",-10.799175262451172,500.9493479049227
"в передний .",-5.4345479011535645,22.83689080377795
"передний . —",-10.300531387329102,375.952387204092
". — и",-9.282631874084473,209.24638730587048
"— и все",-7.8112406730651855,89.7036610754786
"и все на",-9.921014785766602,302.17163636508246
"все на мой",-9.829063415527344,286.5931816600467
"на мой дежурство",-10.11777400970459,338.41024505435047
"мой дежурство !",-8.829324722290039,161.18743359812117
"дежурство ! »",-8.376681327819824,124.21393838813327
"! » из",-10.631715774536133,454.91362412838384
"» из соседний",-10.83248519897461,510.6476054581204
"из соседний светлый",-10.118157386779785,338.4849369123053
"соседний светлый комнатка",-11.374475479125977,697.6199147556359
"светлый комнатка слышаться",-10.68344497680664,468.6636215860228
"комнатка слышаться голос",-11.315206527709961,674.2200010555604
"слышаться голос три",-10.928083419799805,539.5365305974387
"голос три ужинать",-11.078887939453125,588.4668256504021
"три ужинать молодой",-11.418778419494629,715.6399964296638
"ужинать молодой человек",-11.334312438964844,681.6761661093004
"молодой человек .",-4.7203192710876465,15.138394472017904
"человек . они",-9.819767951965332,285.0637460799222
". они сидеть",-10.662328720092773,463.0012675965336
"они сидеть в",-9.861001968383789,291.91102110747806
"сидеть в комната",-10.892380714416504,528.5610768555129
"в комната около",-9.3674898147583,219.72144863732046
"комната около стол",-10.964235305786133,550.8823099577935
"около стол ,",-9.216514587402344,201.43208442622495
"стол , на",-9.581170082092285,248.48061914240807
", на который",-8.450572967529297,129.61141199686168
"на который стоять",-11.10754108428955,598.2535316820998
"который стоять остатки",-11.547375679016113,770.6264653506227
"стоять остатки ужин",-11.024603843688965,570.3624960416143
"остатки ужин и",-11.062118530273438,582.813539687705
"ужин и вино",-11.109976768493652,599.0929268101597
"и вино .",-6.5028076171875,42.23785979937886
"вино . один",-10.706088066101074,474.81236090749974
". один ,",-9.213766098022461,201.1136390909423
"один , маленький",-10.149007797241211,344.5497580738787
", маленький ,",-8.919746398925781,169.79957532838935
"маленький , чистенький",-9.85098934173584,290.233363870114
", чистенький ,",-9.883818626403809,295.7703645363101
"чистенький , худой",-10.98950481414795,558.954173915744
", худой и",-10.260183334350586,367.3210639512963
"худой и дурной",-10.755887031555176,488.6205833794408
"и дурной ,",-8.864615440368652,164.4954387782855
"дурной , сидеть",-10.956008911132812,548.2797774026991
", сидеть и",-10.173446655273438,349.43118726375235
"сидеть и смотреть",-11.209516525268555,634.4233097863635
"и смотреть на",-8.812018394470215,159.5896045624855
"смотреть на отъезжать",-10.713508605957031,476.84491032581803
"на отъезжать добрый",-10.817832946777344,506.35865392915855
"отъезжать добрый ,",-9.154600143432617,194.37930986902072
"добрый , усталый",-10.724102973937988,479.76188642982873
", усталый глаз",-10.745491027832031,485.70520432530003
"усталый глаз .",-6.404751777648926,39.91976209515832
"глаз . другой",-10.375303268432617,392.48748850591016
". другой ,",-9.465856552124023,232.52204723182862
"другой , высокий",-10.291125297546387,373.9222638215508
", высокий ,",-8.819732666015625,160.29986865416842
"высокий , лежать",-10.364628791809082,390.08315627339755
", лежать подле",-10.838783264160156,512.5022967992995
"лежать подле уставить",-11.050558090209961,578.9479527711544
"подле уставить пустой",-11.04906177520752,578.4494917254013
"уставить пустой бутылка",-11.190964698791504,627.6841680938406
"пустой бутылка стол",-10.791945457458496,498.86882412451325
"бутылка стол и",-10.579734802246094,441.5030423103933
"стол и играть",-10.61040210723877,449.366328145961
"и играть ключик",-9.552950859069824,244.476835122139
"играть ключик час",-10.030081748962402,321.75139404663315
"ключик час .",-8.068561553955078,104.02563810602184
"час . третий",-10.60809326171875,448.7694818175018
". третий ,",-10.537399291992188,430.873538185697
"третий , в",-9.73720645904541,271.8326473921036
", в новенький",-10.786230087280273,497.2302269534061
"в новенький полушубок",-9.886351585388184,296.2019384337853
"новенький полушубок ,",-10.350386619567871,386.8981516008993
"полушубок , ходить",-11.32272720336914,677.1451946407686
", ходить по",-9.890898704528809,296.97827213755795
"ходить по комната",-9.891621589660645,297.10187827335665
"по комната и",-10.086210250854492,332.31700314428224
"комната и ,",-9.36062240600586,218.85456080862005
"и , изредка",-9.562376022338867,245.8068636990995
", изредка останавливаться",-11.152948379516602,614.097168432206
"изредка останавливаться ,",-9.749693870544434,273.7937106229533
"останавливаться , щелкать",-9.340500831604004,216.33421293595975
", щелкать миндаль",-11.090999603271484,592.5839722146171
"щелкать миндаль в",-10.81825065612793,506.48042394036514
"миндаль в довольно",-10.842235565185547,513.5218074795822
"в довольно толстый",-10.283708572387695,372.32923935263153
"довольно толстый и",-11.388317108154297,703.200671915177
"толстый и сильный",-9.726750373840332,270.20139909750753
"и сильный ,",-8.867451667785645,164.7642238751497
"сильный , но",-9.771974563598633,277.3279496971002
", но с",-9.134689331054688,192.16413386204
"но с отчистить",-9.756492614746094,274.8673489004673
"с отчистить ногть",-10.348631858825684,386.5075347851758
"отчистить ногть палец",-10.868627548217773,521.3830245133856
"ногть палец ,",-10.304056167602539,376.7159790208411
"палец , и",-9.877097129821777,294.62817962170055
", и все",-8.916756629943848,169.50759320574517
"и все что-то",-10.45956802368164,411.99505737775615
"все что-то улыбаться",-10.128854751586914,340.575723509566
"что-то улыбаться ;",-10.248966217041016,364.9568792234039
"улыбаться ; глаз",-11.108721733093262,598.6602645690517
"; глаз и",-10.62714958190918,453.71944845360895
"глаз и лицо",-10.605451583862305,448.0875692402229
"и лицо он",-9.306991577148438,212.20122871814053
"лицо он гореть",-9.453432083129883,230.86495935889883
"он гореть .",-7.676548957824707,83.0113046381285
"гореть . он",-10.87828254699707,524.2888681515833
". он говорить",-9.762428283691406,275.8081345661578
"он говорить с",-8.257685661315918,115.99023152791564
"говорить с жар",-10.543991088867188,432.51161239163025
"с жар и",-10.671300888061523,465.3987602030236
"жар и с",-10.898862838745117,530.5370395914817
"и с жесто",-8.990633964538574,176.87175745651265
"с жесто ;",-9.682150840759277,263.3526605288357
"жесто ; но",-11.139662742614746,609.4185726498407
"; но видный",-10.601333618164062,447.0266393773565
"но видный ,",-9.298483848571777,211.1645261229821
"видный , что",-9.407605171203613,224.8543494910159
", что он",-8.763514518737793,155.19532319940583
"что он не",-9.32872486114502,214.87268726465797
"он не находить",-8.44074821472168,128.88045293213673
"не находить слово",-9.755106925964355,274.6481838234166
"находить слово ,",-10.975128173828125,554.3474363980217
"слово , и",-9.069297790527344,185.06506650826083
", и весь",-7.442202568054199,72.53550550325646
"и весь слово",-9.917131423950195,301.49690341353806
"весь слово ,",-9.401917457580566,224.11935524114602
"слово , который",-8.779654502868652,156.64394991594074
", который он",-8.326146125793457,120.65255729608808
"который он приходить",-11.8650541305542,925.2594569167313
"он приходить ,",-8.366896629333496,123.51626691823301
"приходить , казаться",-10.918828964233398,536.6699039509045
", казаться недостаточный",-11.013797760009766,566.8255785867543
"казаться недостаточный ,",-9.68309497833252,263.49582877717955
"недостаточный , чтобы",-10.753667831420898,487.99678167827926
", чтобы выразить",-10.828720092773438,509.5420420027785
"чтобы выразить все",-12.043708801269531,1025.4800132291696
"выразить все ,",-10.802314758300781,501.8555017180769
"все , что",-7.4849958419799805,74.34451977501897
", что подступить",-11.19981861114502,630.8914659921455
"что подступить он",-11.150732040405273,613.314186050728
"подступить он к",-11.33494758605957,681.9254461568363
"он к сердце",-9.456073760986328,231.21629630785003
"к сердце .",-6.720458984375,47.87565691529358
"сердце . он",-10.035778045654297,322.80816524351064
". он беспрестанно",-10.38996696472168,395.8145377036202
"он беспрестанно улыбаться",-10.345420837402344,385.7937692902391
"— теперь можно",-8.346331596374512,122.06267944572538
"теперь можно все",-10.555810928344727,435.4644758521829
"можно все сказать",-11.159974098205566,616.5858083311774
"все сказать !",-7.535778522491455,76.54990051527794
"сказать ! —",-10.42496109008789,403.8687707305933
"! — говорить",-8.566611289978027,138.56476912749417
"— говорить отъезжать",-9.259567260742188,206.48657238980246
"говорить отъезжать .",-8.29967212677002,118.82779318789504
"отъезжать . —",-9.106451034545898,189.06570507729123
". — я",-9.044084548950195,182.39844740091647
"— я не",-6.121153354644775,33.90691977064089
"я не то",-9.740201950073242,272.30178454236807
"не то что",-8.451434135437012,129.6756799438411
"то что оправдываться",-11.442590713500977,725.5171424693268
"что оправдываться ,",-10.211481094360352,357.16613451396194
"оправдываться , но",-10.794025421142578,499.4664891405866
", но я",-8.999577522277832,177.78469891137055
"но я бы",-9.68815803527832,264.2649154573199
"я бы хотеться",-11.191798210144043,627.9854080560931
"бы хотеться ,",-10.118598937988281,338.5709830372622
"хотеться , чтобы",-9.551990509033203,244.3417203195036
", чтобы ты",-9.792378425598145,280.6044838179581
"чтобы ты по",-11.842564582824707,913.3582284849984
"ты по крайний",-11.309613227844238,672.0526639936346
"по крайний мера",-8.361612319946289,123.14111452583309
"крайний мера понять",-12.264888763427734,1164.7217642139578
"мера понять я",-11.412898063659668,713.221646891251
"понять я ,",-10.603333473205566,447.5415568452709
"я , как",-9.146109580993652,193.4315871204538
", как я",-8.90446949005127,168.31288823532316
"как я себя",-10.247640609741211,364.67849382764086
"я себя понимать",-10.914134979248047,535.2217390459529
"себя понимать ,",-10.826278686523438,508.8264415073697
"понимать , а",-10.424840927124023,403.84083554368686
", а не",-8.783706665039062,157.00976596898437
"а не так",-9.905448913574219,299.47614110228426
"не так ,",-9.272350311279297,208.01161114225826
"так , как",-7.745473861694336,86.37110292913228
", как пошлость",-10.941754341125488,543.7992262118901
"как пошлость смотреть",-11.027568817138672,571.3368082433722
"пошлость смотреть на",-10.954387664794922,547.7683260951712
"смотреть на этот",-9.320175170898438,213.8177684932496
"на этот дело",-8.200340270996094,112.22382520124822
"этот дело .",-5.699000358581543,26.59194412990392
"дело . ты",-9.889460563659668,296.7325173163545
". ты говорить",-10.477312088012695,416.22486584869455
"ты говорить ,",-9.319459915161133,213.72975050535294
"говорить , что",-7.984610557556152,99.11802490272179
", что я",-9.058801651000977,183.9502628546925
"что я виноватый",-10.931787490844727,540.68817645935
"я виноватый перед",-10.337000846862793,383.9283758871457
"виноватый перед она",-8.836962699890137,161.89769850169623
"перед она ,",-9.334228515625,215.55451743136885
"она , —",-8.138229370117188,108.28226773215886
", — обращаться",-10.635536193847656,455.915175690408
"— обращаться он",-8.72081184387207,151.42687537380903
"обращаться он к",-9.963126182556152,309.58616588805774
"он к то",-10.117757797241211,338.4070868067028
"к то ,",-9.15036392211914,193.9058807633983
"то , который",-9.180656433105469,197.31682027826434
", который добрый",-10.96224308013916,550.2509107304343
"который добрый глаз",-11.949844360351562,971.5409040408309
"добрый глаз смотреть",-10.972118377685547,553.3878178097083
"глаз смотреть на",-9.125316619873047,191.1301299008063
"смотреть на он",-8.47179126739502,131.20422396084055
"— да ,",-5.046955585479736,18.270014682549878
"да , виноватый",-10.303363800048828,376.56586546806983
", виноватый ,",-9.548688888549805,243.87777388901858
"виноватый , —",-10.145017623901367,343.75926015108826
", — отвечать",-8.584037780761719,139.96177616251188
"— отвечать маленький",-9.721112251281738,269.32586466944144
"отвечать маленький и",-11.708802223205566,845.6692823692953
"маленький и дурной",-8.98131275177002,175.92525449032158
"и дурной ,",-8.864615440368652,164.4954387782855
"дурной , и",-9.729281425476074,270.59536688723483
", и казаться",-10.326885223388672,381.6992493333441
"и казаться ,",-9.063739776611328,184.47390627977785
"казаться , что",-8.313350677490234,119.76713738099775
", что еще",-10.012210845947266,318.45840197796787
"что еще больше",-10.53425407409668,430.0941332252698
"еще больше доброта",-10.200217247009277,354.8577640592544
"больше доброта и",-11.236865997314453,644.4904691836799
"доброта и усталость",-10.696325302124023,472.1514475727464
"и усталость выражаться",-10.294678688049316,374.68790310575184
"усталость выражаться в",-11.091602325439453,592.7896077213285
"выражаться в его",-10.373695373535156,392.12437851373556
"в его взгляд",-9.450370788574219,230.45848212018805
"— я знать",-6.992427825927734,55.989547355920344
"я знать ,",-8.973838806152344,175.16998853178018
"знать , отчего",-10.011730194091797,318.37030136056495
", отчего ты",-10.163349151611328,347.4059784724508
"отчего ты это",-11.050569534301758,578.9517667473946
"ты это говорить",-10.979814529418945,555.8449090711216
"это говорить ,",-9.531963348388672,241.5409872711915
"говорить , —",-8.817485809326172,160.09267167949415
", — продолжать",-8.73896598815918,153.01763912245917
"— продолжать отъезжать",-9.620887756347656,254.2271559913447
"продолжать отъезжать .",-8.65744686126709,146.00297840513397
"отъезжать . —",-9.106451034545898,189.06570507729123
". — быть",-9.18432331085205,197.73376134850596
"— быть любимый",-8.434088706970215,128.38733282967718
"быть любимый по-твоему",-10.603028297424316,447.4629426479826
"любимый по-твоему такой",-10.5951566696167,445.4399526243238
"по-твоему такой же",-10.77099609375,492.8888836679256
"такой же счастье",-10.831941604614258,510.48783959426356
"же счастье ,",-10.643653869628906,458.0506116518692
"счастье , как",-9.95199203491211,307.60827106440985
", как любить",-9.888312339782715,296.5364505926241
"как любить ,",-9.885892868041992,296.1237339923637
"любить , и",-9.887321472167969,296.3673576180504
", и довольно",-10.537969589233398,431.01501265718014
"и довольно на",-10.398494720458984,397.7623566968721
"довольно на весь",-10.41270637512207,401.02975208101924
"на весь жизнь",-9.661325454711914,260.21442239254867
"весь жизнь ,",-8.315661430358887,119.92655478905617
"жизнь , если",-9.996432304382324,315.57898578784585
", если раз",-10.558609962463379,436.16668510542024
"если раз достичь",-10.706034660339355,474.79776405727233
"раз достичь он",-11.064586639404297,583.6421650822746
"— да ,",-5.046955585479736,18.270014682549878
"да , очень",-9.828746795654297,286.54095164574034
", очень довольно",-10.982122421264648,556.5838560890451
"очень довольно ,",-10.484761238098145,418.01350165437077
"довольно , душа",-10.810940742492676,504.3536702820656
", душа мой",-10.159635543823242,346.66411344058923
"душа мой !",-8.664586067199707,146.60423524310232
"мой ! больше",-11.141646385192871,610.11485082692
"! больше чем",-10.938440322875977,542.7628081047843
"больше чем нужный",-11.007111549377441,564.6481211077177
"чем нужный ,",-10.431884765625,405.4816372406179
"нужный , —",-10.200057983398438,354.8252323667068
", — подтверждать",-10.981863975524902,556.5010574163334
"— подтверждать маленький",-9.085824966430664,186.83414185072556
"подтверждать маленький и",-11.423165321350098,717.4494885604989
"маленький и дурной",-8.98131275177002,175.92525449032158
"и дурной ,",-8.864615440368652,164.4954387782855
"дурной , открывать",-10.38230037689209,394.07156099811993
", открывать и",-10.486727714538574,418.48695870384745
"открывать и закрывать",-11.066574096679688,584.310276070329
"и закрывать глаз",-10.035417556762695,322.74118495174207
"— но отчего",-7.369943618774414,69.58023716211858
"но отчего же",-9.31206226348877,212.82153235672493
"отчего же не",-9.489209175109863,235.66891034163757
"же не любить",-10.85400104522705,517.0115690446285
"не любить и",-9.477445602416992,234.07843252949698
"любить и сам",-11.015890121459961,567.5087086823123
"и сам !",-7.8613786697387695,92.33038945300176
"сам ! —",-10.397500038146973,397.5346690633453
"! — говорить",-8.566611289978027,138.56476912749417
"— говорить отъезжать",-9.259567260742188,206.48657238980246
"говорить отъезжать ,",-10.507255554199219,423.4614580670593
"отъезжать , задумываться",-9.365694046020508,219.49443387153897
", задумываться и",-11.502387046813965,750.9253431934601
"задумываться и как",-11.17319107055664,621.2948699407594
"и как будто",-7.642516136169434,81.40086764877503
"как будто с",-9.060959815979004,184.17893356950506
"будто с сожаление",-12.332221031188965,1210.7521747480807
"с сожаление смотреть",-10.886573791503906,526.7971877673681
"сожаление смотреть на",-11.08333683013916,589.975813167188
"смотреть на приятель",-11.003827095031738,563.5815585778743
"на приятель .",-7.393000602722168,70.50990843225257
"приятель . —",-10.183380126953125,351.4350164354931
". — отчего",-10.29946231842041,375.72109520130044
"— отчего не",-7.501692771911621,75.06252907666735
"отчего не любить",-11.068199157714844,584.8571308938558
"не любить ?",-6.991947650909424,55.97407337008523
"любить ? не",-11.050432205200195,578.9060006907549
"? не любиться",-10.54386043548584,432.4790843593789
"не любиться .",-8.268872261047363,116.73956354080585
"любиться . .",-8.719802856445312,151.33894917558302
". . .",-3.6238362789154053,8.053025415364463
". . нет",-10.035778999328613,322.8083424584844
". нет ,",-8.90793228149414,168.64872816194546
"нет , любимый",-11.133723258972168,607.3385031320294
", любимый быть",-10.515602111816406,425.50094402294746
"любимый быть —",-11.066596984863281,584.317974699678
"быть — несчастье",-10.443622589111328,408.2306864699691
"— несчастье ,",-8.181180953979492,110.99291016999214
"несчастье , несчастье",-10.6561861038208,461.3669981460354
", несчастье ,",-10.177600860595703,350.2678004359862
"несчастье , когда",-10.71346664428711,476.8333922384921
", когда чувствовать",-10.685260772705078,469.15375122586147
"когда чувствовать ,",-8.866430282592773,164.66737813893596
"чувствовать , что",-7.873626708984375,92.98366866469547
", что виноватый",-10.501520156860352,422.06568000209546
"что виноватый ,",-10.108736038208008,336.6541787466012
"виноватый , потому",-11.834331512451172,909.0397581228355
", потому что",-7.964787483215332,97.99341004093414
"потому что не",-11.245244979858398,647.606568393076
"что не давать",-9.22165584564209,202.02911500927445
"не давать то",-10.684355735778809,468.9093946307553
"давать то же",-11.471911430358887,737.8666092004963
"то же и",-8.693916320800781,149.1004932583095
"же и не",-10.414380073547363,401.4163136966821
"и не мочь",-8.027636528015137,101.60360840851328
"не мочь дать",-9.53519344329834,241.99052447747005
"мочь дать .",-8.049939155578613,102.9164480216777
"дать . ах",-11.379712104797363,699.7260237373374
". ах ,",-9.021537780761719,180.04640126340797
"ах , боже",-11.08708667755127,591.2507019971385
", боже мой",-10.092924118041992,333.6038311665647
"боже мой !",-6.983489513397217,55.70220385442116
"мой ! —",-10.146502494812012,344.0532175695338
"! — он",-9.235061645507812,203.59420456378828
"— он махнуть",-8.926615715026855,170.4723424296983
"он махнуть рука",-9.344340324401855,216.81288136869793
"махнуть рука .",-6.390408515930176,39.591515756423114
"рука . —",-9.360651016235352,218.85816523547362
". — ведь",-9.84111213684082,288.58784438167464
"— ведь если",-8.286592483520508,117.93646898768012
"ведь если бы",-11.163240432739258,617.7462364404666
"если бы это",-8.822373390197754,160.54372947914564
"бы это все",-10.996749877929688,561.2902127691287
"это все делать",-9.89929485321045,298.4171052882606
"все делать разумный",-10.105509757995605,336.02952612238676
"делать разумный ,",-10.74395751953125,485.2766331964061
"разумный , а",-10.704317092895508,474.32855813645466
", а то",-8.085660934448242,105.0546387296285
"а то навыворот",-11.19733715057373,629.9909165045409
"то навыворот ,",-10.604791641235352,447.9173760087697
"навыворот , как-то",-10.777271270751953,494.6725570625018
", как-то не",-11.332889556884766,681.1180496005837
"как-то не по-нашему",-10.849359512329102,515.6320194141449
"не по-нашему ,",-10.028417587280273,321.4433139449015
"по-нашему , а",-11.312427520751953,673.1422967103646
", а по-своему",-10.74394702911377,485.27370273141236
"а по-своему весь",-10.061485290527344,327.62069149525604
"по-своему весь это",-11.343403816223145,685.2530134475674
"весь это делать",-8.402690887451172,126.08769975296129
"это делать .",-6.082315444946289,33.15727728907604
"делать . ведь",-10.971235275268555,553.1065720508545
". ведь я",-9.706313133239746,267.04120761609687
"ведь я как",-11.04727554321289,577.8550137826228
"я как будто",-9.803289413452148,282.37247039503194
"как будто красть",-9.8486328125,289.83992131477174
"будто красть этот",-12.281628608703613,1175.9995408473103
"красть этот чувство",-11.318181037902832,675.375433764126
"этот чувство .",-5.76131534576416,27.563149231075286
"чувство . и",-9.826376914978027,286.15031527657953
". и ты",-8.997129440307617,177.5343359620243
"и ты так",-8.662466049194336,146.425431425005
"ты так думать",-10.440840721130371,407.5774804577578
"так думать ;",-8.90861701965332,168.71521702302778
"думать ; не",-11.013057708740234,566.5841579215524
"; не отказываться",-10.812055587768555,504.67744642415954
"не отказываться ,",-9.133712768554688,192.05613827515634
"отказываться , ты",-11.055583000183105,580.6250250115248
", ты должен",-10.089030265808105,332.8569017686157
"ты должен это",-11.369854927062988,695.7668483009508
"должен это думать",-11.467765808105469,736.107854860451
